"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering1_1.csv",,,,"Date:","27 Sep 2022 17:40:59 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
0,0,100,0,0,0,0,5601,3109,0,0,325,386
2.200,1,96.600,0,0.200,24576,0,5995,1707,0,0,667,725
0.201,0,99.598,0.201,0,0,24576,4479,1214,0,0,331,416
17.778,1.616,77.980,2.424,0.202,1687552,16384,52982,10902,32768,0,2310,2440
28.367,3.878,61.837,5.714,0.204,5488640,0,7951,27540,65536,0,3846,4167
53.831,5.040,37.097,3.831,0.202,4317184,0,5485,985,0,0,3247,3230
41.057,4.472,51.626,2.642,0.203,1892352,0,41979,2202,0,0,4546,4647
28.138,2.227,67.206,2.227,0.202,4341760,172032,4714,451,0,0,3248,3176
45.842,5.477,36.917,11.359,0.406,57344000,614400,4114,612,0,0,5470,5383
79.317,17.269,3.414,0,0,99614720,0,7094,591,0,0,3750,3297
89,10.400,0.600,0,0,156499968,0,4463,451,0,0,4179,3156
84.970,14.429,0.601,0,0,154664960,0,4690,342,0,0,4039,2925
83.897,14.911,0.994,0.199,0,139042816,163840,5263,6371,0,0,3663,2714
87.349,7.229,0.602,4.819,0,161251328,1122304,5946,2922,16384,0,3187,2305
85.800,14.200,0,0,0,148553728,73728,5580,13977,90112,0,3409,2711
87.200,12.400,0.400,0,0,147636224,0,7567,10157,24576,0,3830,2824
93.200,6.600,0.200,0,0,165871616,0,4985,459,16384,0,4048,3079
76.295,18.327,4.582,0.598,0.199,92807168,65536,12143,6207,0,0,6752,6067
81.690,12.676,5.433,0.201,0,39198720,1114112,12904,6273,32768,0,6577,5932
78.659,18.699,2.236,0.407,0,40009728,0,29400,17705,24576,0,4371,4364
90.316,4.348,4.941,0.395,0,33816576,73728,4340,452,0,0,4234,3849
80.522,18.876,0.602,0,0,28049408,0,5157,459,0,0,3199,2722
95.984,3.614,0.402,0,0,38535168,57344,7000,8771,0,0,3999,3454
96.400,3.200,0.200,0.200,0,36102144,1122304,6513,12452,94208,0,4265,3387
95.409,4.591,0,0,0,37027840,0,9040,10200,32768,0,4019,3099
78.443,21.158,0.399,0,0,26779648,0,4755,561,0,0,2875,2588
90.581,8.818,0.601,0,0,33947648,24576,11893,6156,65536,0,3249,3205
83.636,13.333,2.828,0,0.202,262144,0,29573,17603,0,0,4957,4655
92.369,6.827,0.602,0.201,0,23298048,1122304,12742,6265,0,0,3819,3277
90.361,9.639,0,0,0,29622272,0,4454,452,0,0,3326,2660
80,19.600,0.400,0,0,28639232,0,4953,3055,32768,0,3297,2483
96,4,0,0,0,33357824,40960,4805,8225,32768,0,4176,3287
94.578,5.020,0.402,0,0,31768576,0,5289,13480,24576,0,4168,3300
95.808,3.792,0.200,0.200,0,32833536,843776,5267,7764,32768,0,3858,2930
93.600,6,0.200,0.200,0,32653312,0,12382,6281,0,0,3708,2857
75.050,24.145,0.805,0,0,22061056,0,4200,444,0,0,2746,2124
83.567,15.030,1.403,0,0,56098816,57344,28551,17689,32768,0,3997,3553
92.800,6.800,0.200,0.200,0,38043648,155648,12015,6281,0,0,3888,3229
92.800,6.800,0.400,0,0,31735808,1138688,4230,452,8192,0,3614,3093
95.600,4.400,0,0,0,33816576,0,9138,3143,0,0,4120,3190
96.600,3.400,0,0,0,33882112,0,5495,14955,32768,0,4163,3289
81.800,18.200,0,0,0,25952256,65536,4739,7655,0,0,3151,2629
82.966,15.631,1.403,0,0,27320320,16384,13068,11825,0,0,3400,2993
92.585,7.214,0.200,0,0,29597696,1138688,12673,6273,0,0,3508,3062
90.200,8.400,1,0.400,0,28057600,0,20472,11876,16384,0,3628,3216
88.778,9.820,1.002,0.401,0,27033600,0,12148,6273,16384,0,3091,2872
96,4,0,0,0,31195136,0,6107,2961,0,0,3676,3022
97.194,2.806,0,0,0,29655040,57344,6618,14079,16384,0,3577,2867
64.414,5.169,18.091,12.326,0,36306944,44433408,13674,12849,32768,0,2900,2402
56.713,21.242,14.028,7.816,0.200,39845888,29474816,4617,467,0,0,2370,1564
68.986,23.260,5.368,2.386,0,43515904,23592960,19987,11774,0,0,5965,5360
90.964,5.422,0.201,3.414,0,57696256,26476544,13293,6273,0,0,3504,2655
83.068,6.375,3.187,7.371,0,51437568,29589504,35226,36455,49152,0,3409,2700
94.355,3.024,1.411,1.008,0.202,18776064,46923776,43760,56750,204800,0,3667,3199
84.600,8.800,1,5.600,0,1949696,192643072,15920,9536,0,0,4215,3425
93.574,4.418,1.606,0.402,0,0,165953536,5481,561,0,0,4380,3486
95.200,4.200,0.200,0.400,0,139264,97517568,5038,2845,65536,0,3725,3004
88.531,9.457,1.610,0.402,0,0,37019648,13256,6281,0,0,4205,3587
92.354,6.841,0.805,0,0,98304,66322432,22053,11977,49152,0,4034,3837
56.513,34.469,2.204,6.613,0.200,9109504,67551232,21454,22211,81920,0,8630,8021
87.226,6.587,4.790,1.397,0,32874496,27525120,8268,15530,49152,0,3887,3209
90.927,3.629,0.605,4.839,0,28049408,27787264,5223,467,0,0,4263,3650
94.422,2.789,0.598,2.191,0,43384832,64241664,7016,6630,65536,0,4414,3926
93.812,3.393,2.794,0,0,34340864,18677760,6301,569,0,0,3685,3353
88.119,6.535,1.782,3.366,0.198,46432256,33546240,29070,19932,0,0,4005,3848
93.014,2.794,1.397,2.794,0,81346560,35913728,17040,16576,32768,0,4140,3802
92.369,2.610,0.803,4.217,0,47251456,14417920,14272,19029,32768,0,4243,3502
91.784,3.607,0,4.409,0.200,36438016,37257216,5171,569,0,0,4338,4341
90.927,3.024,0,6.048,0,21766144,26025984,4528,452,0,0,3941,4175
83.600,4.800,3.200,8.200,0.200,31260672,12754944,23234,16074,32768,0,3859,3557
95.200,2.400,0.400,2,0,39092224,50601984,13763,16591,16384,0,4877,4424
88.377,3.808,0,7.816,0,33939456,23330816,13184,14017,24576,0,4411,3958
78.313,3.213,8.032,10.241,0.201,45326336,25182208,5535,4098,0,0,4411,3451
90.964,3.414,1.205,4.217,0.201,82837504,30965760,5229,603,0,0,3934,3195
89.200,5.400,2.600,2.800,0,50954240,19218432,29602,24624,32768,0,4320,3980
86.145,4.016,5.221,4.418,0.201,47677440,13344768,13402,13459,0,0,4251,3520
86.145,4.016,4.418,5.221,0.201,80543744,17563648,4782,5362,32768,0,4232,3375
85.629,3.792,2.595,7.984,0,51240960,30408704,6274,7663,0,0,4077,3237
72.545,3.407,12.224,11.623,0.200,33849344,7602176,13980,11674,0,0,3868,3042
70.968,4.032,7.863,16.935,0.202,75005952,14770176,21446,17320,32768,0,3767,2850
83.030,3.434,4.242,9.091,0.202,66027520,52715520,13017,9215,0,0,3898,3129
88.554,2.811,1.004,7.430,0.201,70778880,40402944,10945,14183,0,0,3828,3222
85.743,4.819,4.618,4.819,0,92200960,38060032,30215,32217,73728,0,3580,3077
87.649,3.785,1.793,6.773,0,68222976,87818240,13839,11573,81920,0,3311,2559
85.282,3.831,4.435,6.250,0.202,17367040,26214400,71268,68925,16384,0,4017,3485
64.919,3.629,7.258,24.194,0,78209024,14729216,16025,22263,53248,0,2807,1839
95.210,3.792,0,0.798,0.200,61956096,17309696,4706,5261,0,0,2239,1988
95.992,4.008,0,0,0,29401088,53477376,21177,17407,16384,0,2793,2590
92.600,3.200,0,4.200,0,18415616,19152896,5607,5473,32768,0,2671,1989
95.219,3.386,0.398,0.996,0,42205184,52215808,5038,916,0,0,3009,2550
68.813,2.616,9.658,18.913,0,26476544,109191168,3951,561,0,0,2536,2994
86.028,3.393,2.196,8.383,0,28573696,6782976,5303,459,0,0,2448,1845
96.185,3.614,0.201,0,0,32604160,141819904,6212,8834,24576,0,3394,3879
92.369,7.028,0.402,0.201,0,32505856,53477376,12684,11914,0,0,3064,2729
80.522,10.241,2.209,7.028,0,23814144,20709376,20753,22253,0,0,2911,2211
61.212,8.687,20.606,9.293,0.202,40435712,14295040,20686,14276,32768,0,2626,1827
95.600,4.200,0,0.200,0,60555264,35921920,4960,467,0,0,3120,2704
96.800,3.200,0,0,0,92807168,60383232,5531,2962,0,0,3242,2886
96.607,3.194,0.200,0,0,48758784,36700160,4086,2853,0,0,2957,2555
96,2.600,0,1.400,0,72908800,33824768,8507,693,16384,0,3607,2855
86.373,3.006,2.004,8.417,0.200,31457280,38010880,4133,2969,0,0,3455,2596
80.120,6.225,6.024,7.631,0,49283072,28704768,11809,6062,0,0,2929,2173
93.373,3.414,1.205,2.008,0,77422592,59506688,5107,13416,0,0,3498,2580
85.141,9.839,0.602,4.418,0,60833792,43024384,13804,13475,0,0,3332,2366
87.550,10.040,0.602,1.807,0,29097984,105381888,27585,19886,0,0,4616,4698
96.407,3.393,0,0.200,0,46931968,119537664,6337,561,0,0,3945,3495
58.753,2.616,25.151,13.280,0.201,21299200,87449600,4408,3004,32768,0,2852,2741
95.400,4.200,0.200,0.200,0,34865152,130613248,4490,2861,0,0,3589,3604
96.393,3.607,0,0,0,36446208,66355200,3812,2961,0,0,3024,3281
90.763,7.430,0.402,1.406,0,20799488,18350080,12939,6273,45056,0,3275,2912
95.591,4.409,0,0,0,42770432,122159104,4812,5260,0,0,3562,3295
82.834,3.992,9.980,3.194,0,19668992,174391296,5755,10164,0,0,3345,2915
84.770,12.625,0.802,1.804,0,44564480,91594752,31374,25423,0,0,3867,3360
92.385,7.615,0,0,0,35921920,185982976,12247,6164,0,0,4186,3331
96.208,3.593,0.200,0,0,38535168,8183808,6713,693,0,0,3258,3011
96.806,3.194,0,0,0,35913728,0,4297,459,0,0,3219,3060
95.792,3.808,0.200,0.200,0,32243712,1261568,4563,4545,0,0,3274,3044
92,7.200,0.400,0.400,0,35577856,0,13686,8775,32768,0,3276,2886
97.006,2.994,0,0,0,29278208,0,6111,5825,16384,0,3333,3046
85.282,12.500,2.016,0.202,0,34275328,44318720,31110,27191,0,0,4952,4040
92.570,7.028,0.201,0.201,0,71041024,43319296,12933,8673,0,0,3608,2692
86.172,4.008,6.613,3.206,0,69206016,27787264,5033,561,0,0,2797,2520
96.988,2.610,0,0.402,0,69214208,84148224,4758,6168,0,0,3620,2975
96,4,0,0,0,75923456,42606592,4643,561,0,0,3772,2910
92.615,5.988,0.200,1.198,0,75431936,44285952,13435,14340,0,0,3231,2293
66.267,12.974,10.180,10.379,0.200,36388864,19218432,37961,33769,28672,0,4285,3327
85.141,4.016,0,10.843,0,114163712,21495808,4652,3328,0,0,2811,1851
96.994,3.006,0,0,0,81264640,22560768,5387,3094,0,0,1856,1650
89.400,3.200,0.400,6.800,0.200,81289216,17039360,4068,2853,0,0,2616,1646
80.962,7.615,4.810,6.613,0,93028352,17563648,33473,18355,0,0,3297,2287
91.968,7.229,0.602,0.201,0,73646080,60416000,59492,63458,16384,0,3430,2686
88.129,6.439,0.201,5.231,0,5251072,65429504,21989,27053,0,0,3305,2539
87.026,2.794,1.597,8.383,0.200,16809984,11304960,6501,9007,16384,0,3292,2561
94.611,2.395,0.599,2.395,0,45088768,44580864,5951,5370,0,0,3166,2631
93.600,3,1.200,2.200,0,29884416,41959424,3660,452,0,0,3362,3084
88.224,5.190,0.798,5.589,0.200,32571392,26230784,21723,22343,32768,0,3366,2843
88.353,4.819,0.602,6.225,0,66822144,43876352,21133,20684,0,0,4256,3724
85.800,3,3.200,7.800,0.200,66584576,40009728,5030,2852,0,0,3984,3393
90.600,3.600,1.200,4.600,0,86384640,51118080,4429,2962,0,0,3389,3321
88.492,4.563,3.571,3.175,0.198,57540608,30670848,13074,7060,0,0,3443,3722
92.169,5.622,0.402,1.807,0,42205184,82477056,20653,18538,0,0,3847,4049
90.342,3.219,0.402,6.036,0,72851456,31555584,14180,19021,0,0,4352,3534
90.400,3.400,2.400,3.600,0.200,79208448,52953088,6339,8806,0,0,4412,3463
92.585,4.008,0.401,3.006,0,43515904,38871040,12751,6909,0,0,3774,4080
87.575,3.006,2.405,6.814,0.200,17301504,12353536,16190,9551,0,0,4328,3875
90.782,3.808,1.002,4.409,0,33300480,11534336,20820,18275,0,0,4040,3659
84.940,2.610,0,12.249,0.201,7340032,2654208,6404,12557,0,0,4213,3637
92.972,4.418,0,2.610,0,42991616,73924608,4595,3666,0,0,3376,4032
92.585,3.206,0.802,3.407,0,33595392,49078272,14150,9316,0,0,3462,3907
92.585,5.411,1.202,0.802,0,29622272,60555264,12979,6909,0,0,4126,4341
95.200,4.600,0.200,0,0,0,52428800,20888,16742,0,0,3526,4285
96.200,3.800,0,0,0,8192,214761472,13668,18910,0,0,4818,4553
95.190,4.008,0.401,0.401,0,8192,210780160,7980,8597,0,0,3929,4753
94.600,4.400,0.600,0.200,0.200,0,99000320,14404,9641,0,0,4383,4852
95.808,3.792,0.399,0,0,16384,147324928,12650,6908,0,0,4121,4554
94.779,4.618,0.402,0.201,0,8192,159383552,30461,27890,0,0,4568,4928
96.192,3.607,0.200,0,0,0,136593408,14227,16622,0,0,5468,4445
94.012,3.593,1.796,0.599,0,8192,68419584,5216,5355,0,0,5279,4416
76,6,5.800,12,0.200,18063360,36159488,12902,10842,0,0,4085,3365
35.458,4.382,32.072,27.888,0.199,46399488,29106176,8907,29406,0,0,2230,1454
15.832,1.804,55.711,26.653,0,52551680,56983552,6021,10063,0,0,1393,942
20.404,1.212,60.606,17.576,0.202,0,70082560,4908,5152,0,0,1701,1276
20.363,1.613,59.879,17.742,0.403,8192,108683264,4543,4248,0,0,2031,1511
9.879,2.419,67.339,20.161,0.202,483328,135921664,96937,624253,0,0,1924,1556
18.200,3.600,55.400,22.600,0.200,2293760,28131328,85000,98837014,0,0,7365,2769
57.490,12.551,22.672,7.085,0.202,548864,76021760,170671374,87944852,0,0,15734,6304
92.540,3.629,0.806,3.024,0,106496,96993280,4741,561,0,0,2591,1785
96.800,2.800,0.400,0,0,8192,398229504,4166,452,0,0,3222,1511
98.600,1.200,0,0.200,0,8192,284385280,5007,561,0,0,2688,862
35.400,64,0.600,0,0,32768,475136,7702,903,16384,0,2731,1834
69.940,9.820,20.240,0,0,0,0,21781,20467528,0,0,2259,576
91.400,7.800,0.800,0,0,0,0,80414953,120415156,0,0,10416,1984
96.579,2.414,1.006,0,0,0,0,52512,59167810,0,0,5007,1121
89.800,9.400,0.800,0,0,0,28180480,56381369,85423,0,0,3440,1765
89.960,5.823,2.209,2.008,0,16384,332988416,64460295,75737,0,0,4760,2193
96.794,2.806,0.401,0,0,16384,480862208,1115478,1653,0,0,3474,1097
90.637,7.769,1.394,0.199,0,0,24862720,80272075,19606807,0,0,5570,1956
98.603,0.798,0.599,0,0,0,0,456924,39540824,0,0,3444,716
91,8.200,0.800,0,0,0,0,41838722,128602795,0,0,8933,1524
94.200,5.600,0.200,0,0,0,1196032,81662603,95678,0,0,3759,1103
92.615,6.587,0.798,0,0,0,0,18491,13531135,0,0,2074,629
96.787,3.213,0,0,0,0,2064384,27554,27300838,0,0,2789,543
93.763,5.634,0.604,0,0,0,0,82985690,19489012,0,0,4900,1530
95.609,3.992,0.399,0,0,0,0,109011,101115301,0,0,6738,860
90.161,9.036,0.803,0,0,0,1081344,122577878,39733543,0,0,7566,2766
98.397,1.002,0.601,0,0,270336,155648,5160,342,0,0,1667,705
97.590,1.807,0.602,0,0,0,2269184,59506,49873857,0,0,4126,669
93.387,6.413,0.200,0,0,0,0,82027135,19553834,0,0,4698,1167
96.600,3.200,0.200,0,0,0,0,91995,93628141,0,0,5725,840
87.625,11.776,0.599,0,0,32768,1024000,114833616,46963091,16384,0,7476,1983
98.798,1.002,0.200,0,0,0,122880,10115504,12533,0,0,2005,719
98.004,1.996,0,0,0,0,2129920,41507,39151269,0,0,3228,565
92.742,6.653,0.605,0,0,0,0,81960165,32903210,0,0,6312,2015
97.996,1.804,0.200,0,0,0,0,61690,50494248,0,0,3999,691
88.978,9.820,1.202,0,0,0,1032192,82164666,50232708,0,0,5926,1429
98.204,0.998,0.798,0,0,0,0,43155070,41483677,0,0,4758,1109
97.206,1.996,0.798,0,0,0,466944,55435,45888122,0,0,4080,881
93.186,6.814,0,0,0,0,0,82185873,55135349,0,0,6207,1261
97.395,2.405,0.200,0,0,0,0,28183,20894211,0,0,2711,639
90.982,8.417,0.601,0,0,73728,1015808,83066335,30304054,16384,0,6485,2261
86.200,3,10.600,0,0.200,0,0,3944,10561,0,0,1688,465
80.885,1.408,14.889,2.817,0,0,112091136,4285,545,0,0,2230,544
59.800,5.200,34.800,0,0.200,0,0,5117,32094,0,0,1621,584
37.876,2.405,59.719,0,0,0,0,3666,342,0,0,1013,353
38.632,11.268,49.899,0,0.201,0,1048576,183377958,173016652,0,0,13208,3015
98.597,1.002,0.401,0,0,16384,0,6349,3447928,8192,0,1819,756
99.401,0.399,0.200,0,0,0,0,3460,350,0,0,1646,648
96.200,3.800,0,0,0,16384,410378240,58327,50830943,0,0,5527,1178
87.952,11.446,0.602,0,0,0,44965888,180818779,125348971,0,0,13512,3341
99.200,0.400,0.400,0,0,0,1310720,3788,1054,0,0,1594,659
91.365,7.831,0.803,0,0,0,0,71142345,88094688,0,0,6763,1366
93.613,6.188,0.200,0,0,0,0,108464985,88443350,0,0,7649,1401
98.798,0.401,0.802,0,0,0,0,21305,16418766,0,0,2476,629
86.948,12.249,0.602,0.201,0,0,116834304,143108559,91299340,0,0,10954,2642
97.610,2.390,0,0,0,8192,93642752,36865978,68492741,0,0,5575,1075
94.378,4.618,0.402,0.602,0,0,148758528,15349554,20968418,0,0,3546,990
89.980,9.218,0.601,0.200,0,8192,97452032,168510177,136109407,0,0,12819,3147
98.800,1.200,0,0,0,0,136675328,35993,35390139,0,0,4025,774
84.800,9.400,4.400,1.400,0,0,101597184,72726230,64182300,0,0,6785,2050
92.800,7,0.200,0,0,16384,85893120,108521223,96116267,0,0,8768,1913
97.595,2.004,0.200,0.200,0,0,155648000,34134,34696189,0,0,3574,722
86.573,13.226,0.200,0,0,8192,185221120,167215205,89546769,0,0,11293,3299
96.600,3.200,0.200,0,0,0,62226432,15674916,68915131,0,0,7219,1226
96.600,3.200,0.200,0,0,0,114688,36532103,53475962,0,0,5710,916
92.600,6.800,0.400,0,0.200,16384,0,107352395,105020649,8192,0,10565,2702
95.400,4,0.600,0,0,0,1163264,35015936,53038408,0,0,4959,1077
91.348,7.646,1.006,0,0,0,0,72893966,78893694,0,0,7402,1922
94.810,4.790,0.399,0,0,8192,278806528,72277373,44303632,0,0,6939,1834
94.212,5.389,0.200,0.200,0,8192,188792832,72683764,71003478,0,0,7317,1461
92.600,7.200,0.200,0,0,0,75776000,72442787,86384889,0,0,7941,1179
94.589,5.411,0,0,0,16384,287866880,72990272,17437769,0,0,5476,1660
94.177,5.422,0.402,0,0,0,84017152,72782096,106120689,0,0,9969,2536
90.581,8.417,1.002,0,0,65536,0,108221091,72286117,32768,0,8636,2460
98.004,1.597,0.399,0,0,0,0,72520,67477453,0,0,4707,701
78.715,12.450,8.835,0,0,0,1892352,73031860,71615585,0,909312,7454,1829
92.400,7.200,0.400,0,0,0,925696,90857331,52687116,0,0,6823,1805
96.400,3.600,0,0,0,8192,363593728,19856367,88457278,0,0,6835,1144
93.587,6.413,0,0,0,0,0,71184135,34581204,0,0,5413,1510
92.415,7.186,0.399,0,0,0,0,110874298,118026772,0,0,10793,2255
87.751,4.217,8.032,0,0,0,81920,8888,5453633,0,0,1783,610
47.295,3.607,48.898,0.200,0,0,942080,4761,13253,0,0,1237,432
32.317,8.740,58.537,0.203,0.203,294912,77070336,170083044,156788637,0,0,12271,2665
97.400,2.200,0.400,0,0,73728,277143552,6598,14487,32768,0,3052,1179
97.996,0.200,1.804,0,0,0,0,4909,569,0,0,1599,535
87.952,9.839,2.209,0,0,0,81920,93963392,92423780,0,0,9926,3702
94.600,5,0.400,0,0,409600,0,69889294,65567093,0,0,6060,1182
99.800,0.200,0,0,0,0,1351680,36195,31767386,0,0,2798,575
86.948,12.450,0.602,0,0,0,360448,161470864,127575657,0,176128,11286,2295
97.200,2.600,0.200,0,0,8192,369500160,4144,802,0,0,3309,1029
88.778,10.421,0.802,0,0,8192,123084800,81855373,109058420,0,0,11671,3559
95.992,3.607,0.401,0,0,0,0,81379884,49927971,0,0,6474,1453
96.806,2.196,0.998,0,0,0,0,46886,38060213,0,0,3193,549
85.170,12.024,1.804,1.002,0,0,1277952,164920920,117791196,0,0,11193,2446
99.200,0.600,0.200,0,0,0,0,35186,25635452,0,0,2926,596
87.525,11.670,0.604,0.201,0,0,245989376,117480709,85543794,0,0,10802,2911
95.400,3.400,1.200,0,0,8192,105168896,45489803,65386747,0,0,6396,1497
92.786,7.014,0.200,0,0,172032,0,84952047,88666582,86016,0,8473,1813
94.400,5.400,0.200,0,0,0,1163264,78936855,62492316,0,0,7016,1058
97.804,1.198,0.998,0,0,0,0,90470,75195266,0,0,5425,696
88.554,11.446,0,0,0,0,0,162477744,34756876,0,0,8772,2679
96.800,3,0.200,0,0,8192,336707584,99719,95456807,0,0,6883,1090
91.182,8.617,0.200,0,0,0,61743104,106333555,34808248,0,0,6798,2095
94.980,4.217,0.803,0,0,0,1146880,56355872,107642108,0,0,7665,1276
96.600,3.400,0,0,0,0,0,59295,47232165,0,0,3992,673
90.543,8.853,0.604,0,0,8192,0,162102315,61276211,4096,0,9327,2464
97.600,1.200,1,0,0.200,0,90112,90025,79490090,0,0,4852,696
89.178,10.621,0.200,0,0,8192,33398784,129523646,32270819,0,0,7923,2444
92.016,6.188,0.399,1.397,0,0,179625984,32105462,126844485,0,0,9729,1346
92,8,0,0,0,40960,289374208,67015585,31247897,16384,0,6849,2238
92.771,6.827,0.402,0,0,0,0,99531487,91534930,0,0,10203,2256
96.414,3.187,0.398,0,0,8192,0,32428106,51514256,4096,0,5437,921
92.986,6.814,0.200,0,0,0,81920,98566520,63921660,0,0,7636,1679
94.389,3.808,1.804,0,0,0,1032192,31770638,94631394,0,0,6629,1181
63.727,6.012,23.447,6.814,0,8192,79650816,4763,47263,0,0,1697,660
9.839,4.418,79.518,6.225,0,8192,132825088,5481,33067,0,0,1278,728
79,6.400,14.400,0,0.200,32768,0,166446237,152820951,16384,0,12771,3048
98.196,1.202,0.601,0,0,0,90112,4336,459,0,0,1657,730
98.998,0.802,0.200,0,0,0,1171456,22597,14155589,0,0,2422,556
85,14.400,0.600,0,0,0,8192,159485038,138130850,0,0,13530,3455
98.403,1.597,0,0,0,0,111378432,10159,685,0,0,1949,680
88.600,11.200,0.200,0,0,8192,206020608,125027341,126962057,0,0,11815,2486
96.208,3.194,0.399,0.200,0,8192,169721856,30947566,26750776,0,0,4433,1210
95.210,3.393,1.397,0,0,0,49070080,84353,75973821,0,0,5500,804
88.577,10.621,0.802,0,0,0,0,159194652,78126808,0,0,11482,3117
98.800,0.800,0.400,0,0,0,0,33775,27692388,0,0,3022,505
86.454,13.147,0.398,0,0,0,0,167238598,124834096,0,0,12960,2923
99.002,0.798,0.200,0,0,0,0,4753,545,0,0,1540,553
89.178,8.818,0.200,1.804,0,0,64618496,63359590,140521360,0,0,12513,2346
93.214,6.786,0,0,0,16384,396730368,95928721,14327232,0,0,6596,2197
95.391,3.607,1.002,0,0,0,0,95797,91679393,0,0,5868,708
89.579,9.619,0.802,0,0,0,0,157445176,60622675,0,0,9242,2447
