"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering4_2.csv",,,,"Date:","28 Sep 2022 00:47:31 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
98.597,1.202,0.200,0,0,0,238313472,6254,4817,0,0,2613,905
98.403,0.599,0.998,0,0,0,0,11785,9934324,0,0,2062,859
99.600,0.200,0.200,0,0,0,0,30117,39632462,0,0,2840,467
86.061,12.525,1.414,0,0,0,65536,50876509,13102043,0,0,5086,3269
97.595,1.804,0.601,0,0,0,0,49409110,35393766,0,0,4186,1111
80.561,18.838,0.601,0,0,0,52838400,4817,995,0,0,1725,567
96.806,2.794,0.200,0.200,0,0,197566464,21697,20184383,0,0,3266,1361
97.405,1.597,0.798,0.200,0,0,317227008,26558,30391564,0,0,4356,1246
99.398,0.602,0,0,0,73728,39264256,4385,1003,0,0,1635,344
83.433,14.970,1.597,0,0,0,0,85090234,51061455,0,0,6275,2528
98.597,1.202,0.200,0,0,0,0,23574751,15784,0,0,1975,599
99.600,0.200,0.200,0,0,0,1228800,17651,19575983,0,0,2159,451
97.194,1.202,1.403,0,0.200,0,0,27759,29971708,0,0,2791,967
99.600,0,0.400,0,0,0,106496,14251,9879152,0,0,2030,392
96.400,3.600,0,0,0,0,0,20600592,40965913,0,0,3735,704
88.800,9.800,1.400,0,0,0,0,61565922,74814,0,0,3418,1839
97.600,1.600,0.800,0,0,0,0,21243656,13433068,0,0,2749,774
98.200,1,0.800,0,0,0,0,24736,45574644,0,0,3811,929
98.594,0.803,0.602,0,0,0,114688,14412,9753642,0,0,2087,730
98.597,1.202,0.200,0,0,0,1015808,21824,29015390,0,0,3139,396
95.618,3.586,0.797,0,0,0,0,19592558,9324629,0,0,2640,939
89.157,9.036,1.807,0,0,8192,0,82152670,9664215,0,0,4217,1732
99.598,0.402,0,0,0,0,0,20827,29001508,0,0,2680,508
61.630,33.996,3.579,0.795,0,0,94904320,7906,2383,0,0,1986,569
93.347,2.016,3.629,1.008,0,0,166518784,21237,18793509,0,0,2916,824
99.200,0.400,0.400,0,0,0,1007616,35012,39717597,0,0,3070,519
96.371,2.823,0.806,0,0,0,0,21303777,10413999,0,0,2467,528
88.867,9.543,1.590,0,0,0,0,60813742,26831222,0,0,4282,1721
97.600,2.400,0,0,0,0,0,20306809,9843925,0,0,2261,725
98.998,0.601,0.401,0,0,0,252395520,5807,2305,0,0,2595,662
99.399,0.401,0.200,0,0,0,0,25210,19485495,0,0,2597,632
98.603,0.599,0.599,0.200,0,0,1007616,42005,51407777,0,0,3458,435
97.800,2,0.200,0,0,0,0,20824199,18473111,0,0,2719,862
89.780,9.820,0.401,0,0,0,0,81468396,9471733,0,0,3961,1410
76.647,16.168,7.186,0,0,0,65536,4682,436,0,0,1581,601
99.198,0.601,0.200,0,0,0,253607936,13586,10050369,0,0,2983,698
92.415,1.397,5.988,0,0.200,0,0,14065,4736051,0,0,1780,572
98.400,0.800,0.800,0,0,0,1105920,51801,64133853,0,0,4552,732
98.597,1.403,0,0,0,0,0,22166,18026971,0,0,2218,333
90.381,9.018,0.601,0,0,0,65536,82180096,106823,0,0,3589,1512
72.200,19,8,0.800,0,0,110526464,20784465,29885,0,0,2575,920
98.998,0.802,0.200,0,0,0,140173312,20408,19912792,0,0,2690,700
98.600,0.800,0.600,0,0,0,0,42374,49438367,0,0,3640,726
99.197,0.602,0.201,0,0,0,0,26023,28099992,0,0,2682,563
99.401,0.200,0.399,0,0,0,1081344,4689,995,0,0,1531,312
90.982,8.818,0.200,0,0,0,0,63357771,84657,0,0,3271,1116
86.310,10.317,2.976,0.397,0,0,262086656,20697818,10259910,0,0,3517,954
92.385,3.407,4.208,0,0,0,0,20375013,81050870,0,0,4884,936
99.202,0.399,0.399,0,0,0,0,12472,9557545,0,0,1852,471
98.996,0.201,0.803,0,0,0,0,6664,5189,0,0,1680,817
98.795,0.201,1.004,0,0,0,1064960,5261,1520,0,0,1550,372
96.008,3.393,0.599,0,0,0,0,19495434,22042853,0,0,2862,655
86.747,12.450,0.803,0,0,0,255959040,85100450,66207167,0,0,7419,2084
94.411,0.599,4.990,0,0,0,0,12637,9678610,0,0,1818,556
99.400,0.600,0,0,0,0,0,4294,1746,0,0,1504,575
89.357,2.008,8.635,0,0,0,81920,6278,3973,0,0,1520,572
98.397,0.802,0.601,0,0.200,0,1114112,9593,2706,0,0,1579,399
93.988,3.006,1.603,1.403,0,0,166395904,4558,28255,0,0,2282,595
56.687,8.982,33.533,0.798,0,0,36069376,4506,33704,0,0,1879,661
29.980,2.616,66.197,1.006,0.201,163840,0,78103565,76731918,0,0,6152,1899
91.417,1.796,6.786,0,0,0,81920,11097456,10107,0,0,1883,596
98.200,1.800,0,0,0,0,0,4396,908,0,0,1572,653
99.600,0.200,0.200,0,0,0,1179648,3843,901,0,0,1489,303
88.956,9.839,1.205,0,0,0,253222912,17812916,76721439,0,0,8152,3514
96.393,3.407,0.200,0,0,0,0,71906705,84404,0,0,3732,1594
77.756,13.627,8.617,0,0,0,0,4209,995,0,0,1448,394
96.994,3.006,0,0,0,0,65536,68692,76696880,0,0,4650,487
90.283,7.490,2.227,0,0,0,0,88926506,164324,0,0,6896,4500
98.594,0.803,0.602,0,0,0,48152576,27911,23612875,0,0,2602,460
87.776,10.822,1.202,0,0.200,0,52789248,89210052,53296077,0,0,6861,2354
98.193,1.004,0.803,0,0,0,0,3872,444,0,0,1479,404
91.617,7.585,0.798,0,0,0,0,35821307,69343193,0,0,5278,1122
94.990,4.810,0.200,0,0,0,73728,53870354,7732311,0,0,2836,897
98.600,1,0.400,0,0,0,1220608,4824,444,0,0,1489,297
86.627,12.375,0.599,0.399,0,0,203743232,89039887,76875686,0,0,7830,2681
99.197,0.402,0.402,0,0,0,0,4862,1743,0,0,1488,344
90.637,8.765,0.598,0,0,0,0,71460575,30695459,0,0,5097,1785
96.800,2.400,0.800,0,0,0,81920,17931949,46006862,0,0,3783,828
93.214,2.994,3.792,0,0,0,1122304,17617385,31366,0,0,1991,526
89.759,9.036,1.205,0,0,0,60956672,71536993,76608960,0,0,6773,2040
99.400,0.600,0,0,0,0,191340544,4965,1345,0,0,2239,482
88.623,10.579,0.798,0,0,0,0,89786937,23102014,0,0,5335,1966
99,0.800,0.200,0,0,0,73728,48938,46075565,0,0,3325,507
94.800,4.400,0.600,0.200,0,0,1130496,35869127,7810875,0,0,2907,871
85.429,6.786,7.784,0,0,0,8192,53868631,30572935,0,0,4046,1231
91,3.200,5.800,0,0,0,216227840,39939,38188882,0,0,3842,616
90.562,9.237,0.201,0,0,0,45326336,89257128,23005717,0,0,5622,1967
98.200,1,0.800,0,0,0,0,39033,38532669,0,0,3217,575
94.012,5.190,0.798,0,0,0,1236992,18047852,23309507,0,0,3052,850
93.387,5.611,0.802,0,0.200,0,0,71755745,30955772,0,0,5069,1549
91.018,1.796,7.186,0,0,0,0,39129,38398084,0,0,3222,339
31.727,11.245,50.402,6.627,0,0,257327104,12701,7709754,0,0,2712,950
0.401,0.802,98.597,0,0.200,0,0,32785,30631551,0,0,1256,277
1,1,97.800,0.200,0,0,73728,52272,46024962,0,0,2203,310
0,0,99.799,0.201,0,0,1130496,4008,342,0,0,186,185
0.401,0.401,99.198,0,0,0,0,24384,17558633,0,0,871,249
1.002,0.802,95.992,2.004,0.200,0,78905344,43804,20780197,0,0,1431,356
29.920,4.418,58.032,7.430,0.201,0,277135360,77598145,23206330,0,0,4979,1560
40.200,0,59.800,0,0,0,0,4568,1005,0,0,921,231
19.478,3.414,75.100,2.008,0,0,32768,4728,22106,0,0,743,314
42.886,2.004,54.910,0,0.200,0,0,61025151,54914962,0,0,4644,1534
99.200,0.600,0.200,0,0,0,0,4613,995,0,0,1588,532
95.200,1.400,3.200,0.200,0,0,148635648,3094,436,0,0,2083,538
88.353,10.040,1.606,0,0,0,202899456,36889747,27522491,0,0,6423,3084
97.800,1.800,0.400,0,0,0,0,24582053,27444880,0,0,3342,790
96.600,3.400,0,0,0,0,73728,11664,17153,0,0,1469,319
77,9.800,13.200,0,0,0,0,60943205,49409886,0,0,6156,2819
98.207,0.398,1.394,0,0,0,0,11036,5569090,0,0,1767,429
89.537,9.054,1.408,0,0,0,190734336,61166238,27603198,0,0,6078,2176
94.970,2.213,2.817,0,0,0,339001344,29600,21917399,0,0,3842,748
90.982,8.417,0.601,0,0,0,81920,61481367,13081458,0,0,4860,2242
98.603,0.998,0.399,0,0,0,0,41942,36613834,0,0,2987,432
89.820,9.182,0.798,0,0.200,0,0,54559233,11128368,0,0,4682,2060
86.720,3.219,7.847,2.213,0,0,1253376,6428935,38405437,0,0,3098,534
95.800,4,0.200,0,0,0,4718592,12198672,16508897,0,0,2367,407
92.400,7.200,0.200,0.200,0,0,346923008,49040971,27343464,0,0,5516,1158
95.210,1.597,3.194,0,0,0,0,30221,21903684,0,0,2491,438
89.558,9.639,0.803,0,0,0,0,61046455,26372415,0,0,4651,1759
98.800,0.600,0.600,0,0,0,0,32179,28554535,0,0,2688,336
85.170,10.220,1.603,3.006,0,0,1196032,61476598,5624917,0,0,5502,2915
87.575,3.206,9.218,0,0,0,74817536,39438,32861420,0,0,2943,547
88.800,10.800,0.200,0.200,0,0,459087872,49198627,16640325,0,0,6328,2009
97.800,1.800,0.400,0,0,0,0,12321696,27347835,0,0,2839,539
94.200,5.600,0.200,0,0,0,0,24569376,27312551,0,0,3404,803
90.800,5.800,3.400,0,0,0,0,36661328,21935824,0,0,4242,1860
97.600,2.400,0,0,0,0,1269760,12414841,27654725,0,0,3486,524
92.786,7.014,0.200,0,0,0,0,49205017,11225008,0,0,4111,1458
87.575,3.006,9.419,0,0,0,16384,45998,33060732,0,0,2679,495
38.645,7.171,53.984,0,0.199,0,0,28013,22024099,0,0,2140,529
0.602,0.803,98.594,0,0,0,0,35221,27352763,0,0,1212,262
0.802,0.401,98.397,0.401,0,0,81920,29346,22004063,0,0,1190,273
0.200,0.200,99.198,0.200,0.200,0,1081344,11408,5455768,0,0,467,285
0.602,1.004,94.779,3.614,0,0,72622080,28614,21983442,0,0,1321,322
0.800,0.200,99,0,0,0,0,28345,5460684,0,0,469,249
21.862,1.215,76.721,0,0.202,0,0,66341738,16605163,0,0,3040,1103
40,0.200,59.800,0,0,0,0,4642,1641,0,0,906,229
16.168,2.794,80.639,0.200,0.200,0,65536,103935,37770,0,0,1601,1280
94.400,3,2.400,0.200,0,0,39632896,57028661,51375408,0,0,5095,1274
98.400,1.200,0.400,0,0,0,174260224,5508,444,0,0,2172,659
91.147,5.835,2.414,0.604,0,0,224124928,12693,16711,0,0,3486,1783
92.385,6.413,1.002,0.200,0,0,60178432,57562085,51444382,0,0,6156,1865
100,0,0,0,0,0,81920,4918,444,0,0,1478,290
89.157,8.635,2.008,0,0.201,0,0,57029881,20572660,0,0,7511,4270
88.129,3.018,8.853,0,0,0,1277952,41107,30887002,0,0,2502,423
89.315,9.476,1.210,0,0,0,0,57261216,10365864,0,0,6556,3630
98.004,1.796,0.200,0,0,0,108331008,27662,20709536,0,0,2788,461
88.800,10.800,0.400,0,0,0,337920000,57598056,20612129,0,0,5864,1968
95.238,1.984,2.183,0.595,0,0,202498048,36291,25763478,0,0,3170,847
92.800,6.800,0.400,0,0,0,6742016,22985682,25759259,0,0,4378,1563
96.200,3.400,0.400,0,0,0,1277952,34130206,20619101,0,0,3612,1539
87.952,4.618,7.430,0,0,0,0,11430832,30843563,0,0,2933,555
91.600,7.800,0.600,0,0,0,0,45889795,15545683,0,0,4106,1621
97.600,2,0.400,0,0,0,81920,27071,20516598,0,0,2305,377
89.421,9.381,0.998,0.200,0,0,343703552,57164406,20437145,0,0,6393,2437
98.204,0.998,0.599,0.200,0,0,149823488,30635,25566728,0,0,3212,538
87.251,8.964,1.394,2.191,0.199,0,1179648,57605476,20704365,0,0,5026,2042
99.200,0.800,0,0,0,0,0,28222,20606137,0,0,2144,331
88.554,9.839,1.606,0,0,0,0,57585244,25900841,0,0,4847,1779
91.549,2.414,6.036,0,0,0,90112,20188,15187872,0,0,1970,421
89.546,10.059,0.394,0,0,0,0,45971537,30726469,0,0,4626,1441
98.174,1.826,0,0,0,0,337248256,11368471,10820486,0,0,3791,824
91.182,8.417,0.401,0,0,0,0,46184928,35482392,0,0,5081,1727
97.390,1.606,1.004,0,0,0,0,11565347,15669225,0,0,2460,535
89.178,7.014,3.808,0,0,0,73728,31089,25792295,0,0,3135,1207
1.600,2.400,96,0,0,0,0,40526,25751817,0,0,2002,731
0.602,0.402,98.594,0.201,0.201,0,1261568,30178,20465890,0,0,1133,260
0.998,0.599,98.403,0,0,0,0,28842,20539354,0,0,1169,232
0.802,0.200,98.998,0,0,0,0,16872,10423640,0,0,625,252
0.401,0.601,98.798,0.200,0,0,32768,30905,20417854,0,0,1239,236
1.403,0.401,97.996,0,0.200,0,0,36628,5106257,0,0,545,255
21.212,1.414,77.374,0,0,0,0,94990978,10331501,0,0,3446,1284
59.920,1.603,37.675,0.601,0.200,0,237142016,4940,342,0,0,2306,434
40.400,5.800,53.800,0,0,0,0,21072834,7833823,0,0,3521,1911
97.996,1.804,0.200,0,0,0,0,35005302,43651839,0,0,4083,707
93.988,1.202,4.810,0,0,0,90112,4432,436,0,0,1515,446
90.600,8.600,0.800,0,0,0,0,45144789,149480,0,0,3838,2277
97.791,2.008,0.201,0,0,0,119668736,11358801,51376534,0,0,4395,911
95.400,3.600,0.800,0.200,0,0,367861760,4322,14095,0,0,2991,700
90.381,8.016,1.603,0,0,0,0,55953223,177446,0,0,4153,2096
98,2,0,0,0,0,0,59505,51344140,0,0,3315,368
90.744,7.847,1.207,0,0.201,0,73728,56189525,185060,0,0,5806,3515
93.600,2.200,2.800,1.400,0,0,1261568,65800,51392625,0,0,3741,434
89.135,9.658,1.207,0,0,0,0,56500146,179774,0,0,5729,3483
97.595,2.405,0,0,0,0,362610688,55282,41215316,0,0,4658,737
89.178,10.220,0.601,0,0,0,121790464,55999915,10456375,0,0,4324,1268
98.800,0.600,0.600,0,0,0,90112,28401,20534418,0,0,2297,417
90.400,9.200,0.400,0,0,0,1277952,56214114,31046557,0,0,5119,1880
98.008,0.398,1.594,0,0,0,0,10646,5140501,0,0,1758,476
90.581,8.417,1.002,0,0,0,0,44896015,46238270,0,0,4931,924
94.366,3.622,1.610,0.402,0,0,232783872,11231851,36530,0,0,2757,877
91.383,8.016,0.601,0,0,0,254869504,33964077,41076727,0,0,6274,2056
96.800,2.800,0.400,0,0,0,1073152,22609376,10266302,0,0,2677,695
93.400,6.200,0.400,0,0,0,0,33916843,15487163,0,0,3548,936
95.190,3.607,1.202,0,0,0,0,22613165,30905781,0,0,3296,611
94.212,5.788,0,0,0,0,0,22558584,20515489,0,0,2748,473
94.611,4.790,0.399,0,0.200,0,43933696,33714168,30725221,0,0,3949,984
95.391,3.206,0,1.403,0,0,287596544,11409293,10217503,0,0,3388,735
88.867,7.555,2.982,0.596,0,0,1064960,45253527,41422657,0,0,4450,1087
90.180,2.405,7.415,0,0,0,0,18112,10509183,0,0,2046,344
27.309,6.024,66.667,0,0,0,0,42132,30919849,0,0,2141,446
0.600,0.400,96.800,2,0.200,0,65536,24789,15446072,0,0,1015,262
0.402,0.803,98.795,0,0,0,40960,36090,25679053,0,0,1400,263
1.200,0.400,98,0.400,0,0,983040,29104,20535557,0,0,1101,266
1.403,0.401,98.196,0,0,0,0,54411,5109492,0,0,543,290
1,0.600,98.200,0,0.200,0,0,2597165,25829037,0,0,1390,310
66.802,4.251,28.947,0,0,0,0,159385336,159762,0,0,4972,2107
99.800,0.200,0,0,0,0,56377344,7393,1459,0,0,1719,303
52.209,10.843,36.546,0.402,0,0,206102528,34556297,39234632,0,0,5431,2468
98.397,1.002,0.601,0,0,0,0,20503627,13993336,0,0,2384,573
99.800,0.200,0,0,0,0,0,3831,995,0,0,1486,382
94.389,5.010,0.601,0,0,0,0,10924398,39153,0,0,1882,903
94.212,4.990,0.798,0,0,0,65536,44530372,53196671,0,0,6104,2107
96.781,1.207,1.610,0.402,0,0,203259904,5223,1107,0,0,2736,1010
86.774,11.022,1.403,0.601,0.200,0,283344896,54949584,26676549,0,0,7916,3880
99.600,0.400,0,0,0,0,0,35000,26534425,0,0,2866,320
90.200,9.200,0.600,0,0,0,0,55185935,17116720,0,0,5482,2686
99.200,0.600,0.200,0,0,0,81920,43061,36177216,0,0,2707,382
