"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering4_1.csv",,,,"Date:","28 Sep 2022 00:47:03 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
0,0,100,0,0,0,0,5738,451,0,0,252,314
0,0,100,0,0,0,0,5184,384,0,0,262,312
0,0,100,0,0,0,32768,4052,451,0,0,262,328
0,0,100,0,0,0,0,5298,451,0,0,244,310
0,0,99.598,0.402,0,0,24576,4462,444,0,0,271,328
0,0.200,99.800,0,0,0,0,7108,915,0,0,286,330
0,0,99.800,0,0.200,0,0,4018,451,0,0,271,346
0,0,100,0,0,0,0,4746,342,0,0,245,305
0,0,100,0,0,0,0,4264,451,0,0,269,348
0,0,100,0,0,0,0,4852,451,0,0,242,302
0.200,0,99.599,0.200,0,0,32768,4226,446,0,0,260,318
0,0,99.800,0,0.200,0,0,5412,451,0,0,292,346
0,0,100,0,0,0,0,8302,583,0,0,294,341
0,0.201,99.799,0,0,0,0,10693,596,0,0,346,340
0.200,0.200,99.600,0,0,0,0,5492,857,0,0,322,364
29.065,4.472,65.041,1.016,0.407,1900544,0,13289,14609,0,0,3252,3383
28.657,6.413,64.329,0.401,0.200,131072,253952,5333,576,65536,0,2579,2136
40.281,5.010,54.108,0.401,0.200,147456,188416,5857,7670,0,0,2864,2158
36.992,5.285,57.520,0,0.203,0,0,10782,3030,0,0,2412,1848
35.992,4.703,57.055,2.045,0.204,1376256,0,71701,15974,0,0,3915,3968
51.008,6.452,39.919,2.419,0.202,3448832,90112,6480,451,0,0,5340,6527
44.040,4.848,46.667,4.242,0.202,2744320,450560,19240,117677,0,0,2891,2762
30.204,2.857,66.122,0.408,0.408,1146880,0,188440,254490,0,0,4383,4214
0.201,0.201,99.598,0,0,0,0,45360,41455,0,0,444,424
3.614,0.201,96.185,0,0,0,0,6412,1853,0,0,551,566
0,0.401,99.399,0,0.200,0,0,36783,32666,0,0,346,384
20.565,1.613,72.379,5.242,0.202,5963776,0,20559,3885,0,0,1624,1382
35.259,2.789,57.769,3.984,0.199,3604480,81920,44072,2199,0,0,2826,2205
3.006,0.601,95.792,0.401,0.200,221184,90112,6692,5374,0,0,696,711
0,0,100,0,0,0,0,5918,501,0,0,335,379
0,0,99.398,0.602,0,16384,8192,5582,789,0,0,328,395
40.524,3.024,51.210,5.040,0.202,13598720,0,90318,14625,0,0,4472,4608
75.304,13.563,7.692,3.239,0.202,70311936,73728,8702,50249,0,0,4111,3677
84.770,14.830,0.401,0,0,112197632,0,12035,14121,0,0,3688,3145
85.885,10.338,0.795,2.982,0,109576192,0,6652,908,0,0,2941,1838
79.200,12.800,1.800,6.200,0,99876864,1130496,5463,553,0,0,2830,1756
87.071,4.040,3.030,5.859,0,135749632,0,5084,561,0,0,2412,1210
75.100,16.064,2.811,5.823,0.201,137101312,0,4304,342,0,0,2128,1100
74.395,3.024,5.242,17.339,0,115867648,237568,4820,553,0,0,2474,1280
70.482,13.655,3.213,12.651,0,159342592,0,3747,561,0,0,2349,1119
84.970,3.407,1.002,10.421,0.200,120627200,532480,5914,408,0,0,2036,1129
72.490,10.241,7.229,10.040,0,106995712,0,12538,11874,0,0,2605,2051
82.600,13.200,1.400,2.800,0,67633152,0,23213,17560,0,0,2987,2283
64.072,10.379,8.583,16.766,0.200,52535296,32768,20382,11818,0,0,4089,3011
82.800,7.400,2,7.800,0,72744960,0,4639,2961,0,0,2930,1904
76.295,10.956,2.988,9.562,0.199,73269248,1122304,5859,10293,0,0,2698,1793
80.962,5.010,3.407,10.621,0,58589184,0,4184,452,0,0,3074,1967
82.056,3.427,5.847,8.468,0.202,83886080,0,5396,7753,0,0,3031,2014
71.343,12.024,6.413,10.220,0,44040192,311296,3865,553,0,0,2842,1825
79.200,4.800,4.800,11,0.200,74711040,0,3894,350,0,0,2539,1758
57.430,7.430,13.855,21.084,0.201,62496768,1089536,13384,6105,0,0,2739,1867
75.703,7.028,7.831,9.438,0,115212288,0,13734,11534,0,0,2806,1598
66.733,17.635,6.012,9.419,0.200,74743808,0,3778,444,0,0,2945,1780
74.447,6.036,9.256,10.262,0,92708864,73728,9431,5353,0,0,2575,1511
68.474,7.831,5.823,17.671,0.201,73629696,40960,12212,6215,0,0,2910,1709
58.233,4.418,16.265,20.884,0.201,70819840,1130496,4330,350,0,0,2499,1450
73.146,4.409,7.214,15.230,0,92774400,0,13014,13355,0,0,2770,1734
75.944,17.097,2.982,3.777,0.199,85762048,0,16165,15837,0,0,3339,2927
93.587,3.006,0.401,3.006,0,97034240,32768,4823,2844,0,0,3097,2012
77.912,7.831,5.823,8.434,0,58720256,0,5749,561,0,0,2824,1670
57.200,7.800,9.400,25.400,0.200,64757760,1130496,20463,11759,0,0,2622,1838
66.331,2.621,9.073,21.774,0.202,73072640,0,4944,5565,0,0,2793,1666
74.349,14.028,3.206,8.417,0,89653248,0,6009,553,0,0,2421,1342
80.723,2.811,7.229,9.036,0.201,124256256,0,5713,915,0,0,2354,1459
80.080,4.024,8.853,7.042,0,86769664,40960,4446,2844,0,0,2213,1477
60.843,11.245,8.434,19.277,0.201,94937088,1130496,14758,8615,0,0,2052,1361
85.972,7.014,2.806,4.208,0,95199232,0,13352,6215,0,0,2583,1690
76.056,19.920,0.604,3.421,0,80478208,0,14386,18098,0,0,3365,2694
91.365,4.418,1.004,3.213,0,27262976,0,6398,4586,0,0,2523,2365
79.400,2.200,0.200,18,0.200,63741952,57344,5655,553,0,0,3465,2460
85.458,7.769,0.199,6.574,0,31719424,1155072,5350,2085,0,0,2724,2208
88.176,7.014,1.804,3.006,0,60071936,0,13244,11594,0,0,3379,2815
89.579,9.820,0.401,0.200,0,36962304,0,15942,8739,0,0,2914,3072
82.036,17.365,0.599,0,0,27525120,0,9386,2844,0,0,2265,2375
89.940,9.256,0.604,0.201,0,60194816,9437184,21337,14261,0,0,3020,2866
72.088,6.024,15.261,6.627,0,82247680,56246272,13751,18113,0,0,2622,1996
83.669,7.258,0.605,8.266,0.202,86089728,23330816,5197,2085,73728,0,3294,2382
89.157,2.811,0.602,7.430,0,56098816,42991616,5145,569,0,0,3130,1975
81.637,3.194,2.595,12.375,0.200,72613888,24379392,4924,2961,0,0,3212,1974
61.245,23.494,4.618,10.643,0,53035008,17989632,20323,14058,0,0,5695,4807
49.499,2.605,30.261,17.435,0.200,79675392,20774912,5422,2961,0,0,1889,1442
19.394,1.212,31.515,47.879,0,15466496,11395072,6566,8865,0,0,955,885
87.575,6.212,3.006,3.206,0,62955520,29892608,12268,10846,0,0,2381,1610
74.502,5.976,7.968,11.355,0.199,77701120,15204352,13854,11320,49152,0,2591,1650
77.172,10.707,3.434,8.687,0,109117440,12582912,14565,10256,0,0,2653,1695
85.200,3.600,1.800,9.200,0.200,74539008,17825792,5766,452,0,0,2495,1300
50.403,6.048,11.694,31.855,0,36700160,11706368,5600,10534,0,0,1900,1053
40.080,5.411,21.042,33.267,0.200,62668800,19398656,7574,6901,0,0,2026,1042
32.860,3.448,24.341,39.148,0.203,54345728,48652288,4555,8958,0,0,2007,1193
20.080,1.606,61.446,16.667,0.201,0,44859392,4901,459,0,0,1202,912
16.532,4.637,59.476,19.355,0,0,75513856,5620,2084,0,0,1307,870
12.826,6.814,55.912,24.248,0.200,8192,90202112,5153,7835,0,0,1390,962
17.374,5.859,64.848,11.717,0.202,8192,168853504,5455,923,0,0,1976,1071
15.261,4.016,64.056,16.667,0,8192,52953088,47962,13497,0,0,1054,703
14.082,1.837,60.612,23.265,0.204,827392,52428800,84499,51382818,0,0,5239,3113
7.615,1.002,64.930,26.253,0.200,876544,30408704,7938,459,0,0,1141,1143
3.018,0.805,63.984,32.193,0,1998848,14221312,15980,3146,0,0,959,1125
65.773,7.423,15.876,10.722,0.206,737280,58204160,100412799,52659531,0,0,9460,4589
98.597,1.202,0,0.200,0,8192,83623936,5531,459,0,0,2613,1897
69.215,1.610,22.736,6.439,0,81920,63176704,7006,2428,0,0,2023,1370
21.643,1.403,58.317,18.437,0.200,229376,17301504,5748,2706,0,0,2017,1929
67.404,1.811,21.127,9.457,0.201,352256,34603008,6411,10041,0,0,2819,2436
70.565,18.347,6.452,4.637,0,57344,141746176,7467,759,0,0,4592,3938
43.548,35.685,14.718,6.048,0,8192,103284736,4856,452,0,0,3107,2188
65.531,1.202,20.441,12.625,0.200,98304,154664960,34934,51592380,0,0,4582,1822
99,0.600,0.400,0,0,0,96468992,5243,561,0,0,2080,908
98.795,1.004,0.201,0,0,8192,156172288,33605,51041262,0,0,4013,896
85.915,10.865,2.414,0.805,0,0,65560576,20114417,29702,0,0,5465,4279
93.988,4.810,0.802,0.401,0,0,104046592,40917127,75389,0,0,3236,1571
80.361,18.236,1.202,0.200,0,8192,44072960,39914447,39975760,0,0,4698,1201
37.550,23.293,29.719,9.438,0,0,127401984,12355,10078257,0,0,2113,809
96.586,1.606,1.406,0.402,0,0,122159104,7175,15161,0,0,2563,1606
99,1,0,0,0,8192,116367360,4668,902,0,0,2030,864
87.600,12.200,0.200,0,0,0,71131136,16215,10051568,0,0,2233,570
55.800,39.600,3.600,1,0,8192,189857792,10639,1765,0,0,2419,848
79.760,10.822,7.214,2.204,0,8192,265322496,38679322,91213929,0,0,7346,1734
90.141,9.457,0.402,0,0,8192,273055744,60251071,77286,0,0,4325,1748
99.202,0.399,0.399,0,0,0,33677312,8723,2917,0,0,1864,1115
98.800,0.400,0.800,0,0,0,65536,21831,20455875,0,0,2932,1562
99.400,0.400,0.200,0,0,0,0,24914,30637479,0,0,2588,554
90.581,9.018,0.401,0,0,0,0,31037086,41156660,0,0,4280,1349
72.323,13.131,14.343,0,0.202,0,0,70737127,9078484,0,0,4234,2079
98.603,1.397,0,0,0,8192,201736192,4969,545,0,0,2369,883
97.183,2.012,0.604,0.201,0,0,238321664,25219,21982182,0,0,3806,1554
98.196,1.403,0.401,0,0,344064,148070400,29482,31257217,0,0,3436,1393
97.600,2.400,0,0,0,8192,234086400,4629,561,0,0,2442,693
84.940,14.056,0.803,0.201,0,0,109109248,102081029,54925104,0,0,6486,2361
98.805,0.797,0.398,0,0,0,1155072,4684,444,0,0,1584,646
97.791,1.205,1.004,0,0,0,0,21737,21261421,0,0,2755,1192
99.599,0.200,0.200,0,0,0,0,27102,30408931,0,0,3002,500
96.593,3.206,0.200,0,0,0,0,19461745,33732,0,0,2233,889
84.800,12.400,2.600,0.200,0,0,73728,82997723,10374200,0,0,5746,3406
98.802,0.998,0.200,0,0,0,0,27370,33546418,0,0,3176,852
98.193,0.402,1.406,0,0,0,0,247264,30906119,0,0,3516,1077
99.800,0,0.200,0,0,0,0,27627,31286360,0,0,2977,511
96.794,2.806,0.401,0,0,0,1048576,19986782,29619,0,0,2132,887
87.375,11.824,0.601,0.200,0,3973120,4562944,78587218,98631,1318912,0,4044,2418
55.200,30.400,14.400,0,0,737280,1392640,13737,10246037,356352,0,1987,919
98.800,1,0.200,0,0,0,0,43279,52400378,0,0,4269,820
97.581,1.008,1.411,0,0,8192,0,29714,30385017,0,0,2836,933
99.599,0.401,0,0,0,0,0,81431,10138037,0,0,2032,577
94.433,3.976,1.590,0,0,0,0,20074082,55706,0,0,2409,1093
84.661,12.151,1.793,1.195,0.199,8192,255090688,79516713,109274,0,0,5669,2803
98.996,0.803,0.201,0,0,0,0,24935,24602248,0,0,2479,766
99.200,0.400,0.400,0,0,0,0,60581,58586741,0,0,4102,964
88.270,7.952,3.777,0,0,0,0,45120,19650089,0,0,2507,610
94.980,1.004,4.016,0,0,0,0,8782,209686,0,0,1837,818
92.986,6.613,0.401,0,0,0,17932288,60334290,93415,0,0,4049,2152
75.649,20.359,3.992,0,0,16384,238641152,19724734,9862243,0,0,3872,1269
90.800,4.200,5,0,0,0,0,20565316,41582482,0,0,3872,1056
86.974,3.006,10.020,0,0,0,0,40586,50264501,0,0,3592,971
98.606,0.199,1.195,0,0,0,0,5746,15986,0,0,1713,624
95.427,3.181,0.795,0.596,0,0,1073152,10059291,22657,0,0,2064,824
93.400,6.200,0.400,0,0,8192,212828160,30436515,38178,0,0,3332,1240
94.165,5.231,0.604,0,0,0,39346176,60330396,40778574,0,0,4882,1745
90.381,3.206,6.413,0,0,0,0,15537,9870698,0,0,1988,671
98.793,0.805,0.402,0,0,0,0,35706,41325573,0,0,3240,849
99.401,0.399,0.200,0,0,0,999424,14155,10932849,0,0,1956,490
96.579,3.219,0.201,0,0,0,65536,20353127,11053350,0,0,2426,800
83.333,8.635,6.225,1.807,0,8192,256909312,38743596,40060430,0,0,4784,1189
94.800,5,0.200,0,0,0,0,37900496,2341204,0,0,2624,1188
98.998,0.401,0.601,0,0,0,0,7393,13033,0,0,1821,1018
98.600,1,0.400,0,0,0,1015808,28445,30225253,0,0,2623,707
96.781,3.018,0.201,0,0,0,106496,20754944,10790132,0,0,2686,976
91.600,7.600,0.800,0,0,8192,59604992,62924898,64554624,0,0,6119,1916
96.400,3.400,0.200,0,0,0,198492160,18936327,30350,0,0,3037,1391
98.600,0.400,1,0,0,0,0,6304,4374,0,0,1655,711
96.600,2.800,0.600,0,0,0,1015808,8201752,22613,0,0,1921,685
95.783,1.807,2.410,0,0,0,73728,11691662,29989377,0,0,2862,874
91.018,8.782,0.200,0,0,0,0,59020851,74329040,0,0,6535,1554
96.200,3.400,0.200,0.200,0,8192,256311296,20426141,32936,0,0,3180,1658
95.400,1,3.400,0,0.200,0,0,6145,14459,0,0,1739,785
93.988,2.004,4.008,0,0,0,1007616,5354,10487,0,0,1711,690
79.960,0.601,19.238,0.200,0,0,65536,8979,553,0,0,1724,352
35.872,8.617,55.311,0,0.200,0,0,5241,33813,0,0,1789,1099
0,0,100,0,0,0,0,4338,342,0,0,252,344
35.815,4.225,50.905,8.853,0.201,163840,249757696,86447761,82482308,0,0,7658,2500
91.400,2,6.600,0,0,0,0,6491,591,0,0,1536,714
99.398,0.402,0.201,0,0,0,1138688,4386,538,0,0,1660,688
98.802,0.998,0.200,0,0,0,73728,4335,1017,0,0,1588,596
88.531,10.060,1.408,0,0,0,0,86545488,67250869,0,0,8327,3668
97.012,1.594,1.195,0.199,0,8192,108462080,13960,15611276,0,0,2926,1185
98.394,1.406,0.201,0,0,0,147292160,4549,459,0,0,2109,583
89.400,9.600,1,0,0,0,0,86750923,41410919,0,0,6463,2156
98.998,0.802,0.200,0,0,0,0,40900,41043154,0,0,3454,646
93.426,5.976,0.598,0,0,0,1294336,34900225,18859552,0,0,3381,971
93.988,6.012,0,0,0,0,0,51838289,63809332,0,0,5159,1467
97.600,2.200,0.200,0,0,8192,251527168,4010,436,0,0,2608,1078
86.172,11.824,1.804,0,0.200,0,0,86719945,66332709,0,0,8186,2649
99.400,0.600,0,0,0,0,0,16667,16613526,0,0,2153,588
97.590,1.606,0.803,0,0,0,1130496,4776,436,0,0,1579,443
90.400,9,0.600,0,0,0,73728,86570165,82521655,0,0,7656,2179
99.200,0.600,0.200,0,0,0,0,7837,583,0,0,1555,485
91.383,8.016,0.601,0,0,16384,310362112,51725759,49549029,0,0,6338,2428
95.400,4.400,0.200,0,0,0,0,34343711,33215150,0,0,3367,850
98.597,0.802,0.601,0,0,0,1105920,13793,8128698,0,0,1891,520
87.425,11.976,0.599,0,0,0,114688,86664857,74161659,0,0,6890,2033
99.401,0.399,0.200,0,0,0,0,5565,895,0,0,1636,607
91.784,8.016,0.200,0,0,8192,183861248,51773241,41462189,0,0,5090,1294
94.188,4.810,1.002,0,0,0,62865408,34519377,33207256,0,0,3987,1282
96.988,0.803,0,2.209,0,0,1040384,34650,28031638,0,0,2487,523
91,8.200,0.800,0,0,0,81920,68730527,21835441,0,0,4438,1667
97,3,0,0,0,0,0,17297667,32926057,0,0,3437,810
95.200,4.600,0.200,0,0,0,0,34408136,49415242,0,0,4388,1047
93.173,6.225,0.602,0,0,8192,362553344,34761638,24914338,0,0,5071,1381
97.194,2.405,0.401,0,0,0,92127232,17567669,26932555,0,0,3607,955
91.218,8.184,0.599,0,0,0,73728,69607612,31339383,0,0,5236,2263
96.994,2.605,0.401,0,0,0,0,17367151,33073187,0,0,3197,749
97.194,1.603,1.202,0,0,0,0,11228,8241945,0,0,1825,515
92.585,7.014,0.401,0,0,0,0,69145705,130424,0,0,4298,2167
97.800,2,0.200,0,0,0,34611200,17499348,41224107,0,0,4760,782
78.557,4.609,16.834,0,0,0,1007616,4556,37079,0,0,2289,1260
9.839,4.217,85.743,0,0.201,0,0,32455,27333554,0,0,1701,608
1.004,0.201,98.795,0,0,0,0,47016,13985024,0,0,879,438
19.192,1.818,78.990,0,0,0,0,112556381,16604166,0,0,4369,1864
65.992,2.024,21.457,10.324,0.202,16384,334954496,7421,40261,0,0,2989,1100
65.795,2.012,27.364,4.628,0.201,0,133996544,14289,177414,0,0,2248,785
51.503,6.212,42.285,0,0,0,0,58753753,59806204,0,0,6199,2288
98.798,0.601,0.601,0,0,0,0,4897,545,0,0,1639,669
100,0,0,0,0,0,0,3763,545,0,0,1547,466
89.558,9.036,1.406,0,0,0,0,58828308,30095353,0,0,6719,3491
97,2.400,0.400,0.200,0,8192,252805120,35956,30048704,0,0,4035,1168
98.196,1.202,0.601,0,0,16384,134578176,14916,5946750,0,0,2292,716
89.222,10.379,0.399,0,0,0,0,58930050,47876246,0,0,6001,2279
100,0,0,0,0,0,0,11258,6072595,0,0,1860,449
90.180,9.218,0.601,0,0,0,0,58870569,30027158,0,0,4892,1442
98.400,1,0.600,0,0,0,1269760,32102,23912927,0,0,3021,626
88.978,9.419,1.202,0.200,0.200,8192,322445312,35278963,36209490,0,0,6707,3236
96.994,2.605,0.200,0.200,0,0,30113792,23602485,18061175,0,0,3917,1534
99.202,0.798,0,0,0,0,0,48925,41732657,0,0,3805,532
90.161,9.036,0.803,0,0,0,0,58800319,12126521,0,0,5386,2427
97.217,0.795,1.988,0,0,0,0,36566,28614368,0,0,3005,934
88.755,10.040,0.602,0.602,0,0,1253376,58410430,19614090,0,0,5382,2315
97,3,0,0,0,8192,356458496,32407,23940614,0,0,4534,1024
91.036,8.367,0.598,0,0,8192,64225280,47148377,36043302,0,0,5563,2180
97.194,2.605,0.200,0,0,0,0,11782594,23785860,0,0,2731,658
95.783,3.012,1.205,0,0,0,0,55638,35950719,0,0,3025,652
92.200,7.400,0.400,0,0,0,1253376,58582647,6136104,0,0,3369,891
99.200,0.800,0,0,0,0,0,57491,48125037,0,0,2961,521
89.157,10.040,0.803,0,0,8192,288038912,58382895,6147209,0,0,5145,1906
98.802,1.198,0,0,0,0,164741120,45633,35769453,0,0,4082,719
87,11.200,1.800,0,0,0,0,46995578,23959229,0,0,5222,2352
95.808,2.994,0,1.198,0,0,1163264,11964335,30131848,0,0,3410,776
95.792,4.008,0.200,0,0,0,0,4237618,30180612,0,0,4425,1702
94.960,4.435,0.605,0,0,0,73728,54904567,6088632,0,0,4469,2234
98.403,1.397,0.200,0,0,8192,176775168,30297,23956441,0,0,3455,761
86.974,12.024,1.002,0,0,0,0,46961830,6106996,0,0,3460,1349
99.400,0.600,0,0,0,0,1130496,11894544,17977778,0,0,2729,679
63.179,6.841,29.779,0,0.201,0,0,12988,5980993,0,0,2706,1551
3.219,1.811,93.360,1.610,0,0,73728,31233,23996967,0,0,1419,476
0.805,0.604,96.982,1.610,0,0,44638208,36731,5954072,0,0,762,495
29.293,3.434,59.798,7.273,0.202,8192,226131968,95794874,12076510,0,0,5363,1812
59.920,0.401,39.679,0,0,0,0,7383,591,0,0,1306,451
37.500,5.645,56.855,0,0,0,1130496,129506,58978,0,0,2501,1918
96.994,2.004,0.802,0,0.200,0,81920,54889197,55911494,0,0,5318,1108
99.600,0.200,0.200,0,0,0,0,6129,451,0,0,1644,640
97.996,1.202,0.802,0,0,0,63414272,10951,5525351,0,0,2185,684
84.476,13.508,1.613,0.403,0,16384,339189760,55123062,50778281,0,0,9633,4820
98.800,1,0.200,0,0,0,97067008,5622,866,0,0,1974,652
98.996,0.803,0.201,0,0,0,0,63519,50197001,0,0,3748,573
89.400,9.600,1,0,0,0,73728,55141314,5851875,0,0,5418,3103
97.416,1.193,1.392,0,0,0,0,50706,39091845,0,0,3202,812
79.359,19.639,1.002,0,0,0,0,22239793,16988165,0,0,3386,1305
94.810,4.591,0.399,0.200,0,8192,82542592,32898885,28263403,0,0,4730,1844
98.600,1.400,0,0,0,0,149520384,40643,28306309,0,0,3136,924
85.972,10.421,2.204,1.403,0,8192,264175616,55074576,15137445,0,0,7093,3863
99.400,0.600,0,0,0,0,0,45737,35247232,0,0,2891,573
89.357,9.438,1.205,0,0,0,0,55055127,11344840,0,0,4877,2612
98.800,1.200,0,0,0,0,0,48643,39238388,0,0,2982,607
95,4.800,0,0,0.200,0,0,21983770,16855028,0,0,2873,719
94.411,5.190,0.399,0,0,0,20176896,32733490,27985621,0,0,4035,1412
94.980,4.618,0.402,0,0,8192,215056384,11063939,22351370,0,0,3740,1099
91.200,7,1.600,0.200,0,8192,260177920,44119218,28162993,0,0,5560,1893
98.196,1.603,0.200,0,0,0,0,30621,22524833,0,0,2685,551
91,8.800,0.200,0,0,0,0,54874946,33921254,0,0,4532,1175
99.198,0.601,0.200,0,0,0,1081344,17649,11054137,0,0,1928,532
91.400,8.400,0.200,0,0,0,65536,43676559,39260827,0,0,4355,964
97.410,2.390,0.199,0,0,0,103800832,11010585,5573744,0,0,2448,745
91.365,8.233,0.402,0,0,16384,316243968,32972904,48349749,0,0,5494,1487
95.808,3.992,0.200,0,0,0,0,22263417,8409650,0,0,2573,904
94.589,4.810,0,0.601,0,0,0,16277221,22471476,0,0,3274,953
92.385,5.210,0.802,1.603,0,0,1146880,39108545,5724272,0,0,3662,1532
97.211,2.390,0.398,0,0,0,0,11051463,22423696,0,0,3320,730
92.757,6.237,1.006,0,0,0,42475520,32932519,97591,0,0,2784,1125
97.400,2.600,0,0,0,0,121692160,11153816,11153485,0,0,2559,705
55.422,6.426,38.153,0,0,0,0,26918,16929075,0,0,2168,546
5.221,1.807,92.771,0.201,0,0,1105920,27465,5581568,0,0,632,493
29.518,2.209,68.072,0,0.201,0,0,63813610,16984842,0,0,3154,972
40.161,0,59.839,0,0,0,0,5705,545,0,0,968,372
25.200,6.200,62.400,6,0.200,16384,166526976,33485328,48113187,0,0,5157,2298
99,0.800,0.200,0,0,0,0,21170989,6483908,0,0,2129,720
99,0,1,0,0,0,1204224,5219,13740,0,0,1740,752
89.600,9.200,1.200,0,0,0,0,38336,27375716,0,0,2765,628
90.180,8.818,1.002,0,0,0,0,54729450,27573755,0,0,5422,2317
98.397,1.603,0,0,0,0,107380736,4677,647,0,0,2005,793
96.614,3.187,0.199,0,0,16384,369639424,33642,27168585,0,0,4099,898
90.381,9.419,0.200,0,0,0,14917632,54790705,27537616,0,0,4908,1433
99.202,0.399,0.200,0.200,0,0,1343488,40677,27274544,0,0,3304,541
90.800,8,1.200,0,0,0,0,54747715,27546513,0,0,4835,1545
98.998,0.802,0.200,0,0,0,0,36019,27479391,0,0,2801,521
92.200,7.600,0.200,0,0,0,0,43792661,22067649,0,0,4497,1657
94.831,3.976,0.994,0.199,0,8192,287875072,10957061,32672903,0,0,4467,1184
95.400,4.200,0.400,0,0,0,137535488,10975145,16410808,0,0,2998,757
92.800,6.400,0.800,0,0,0,73728,43778769,38345654,0,0,4863,1707
97.189,1.807,1.004,0,0,0,0,10936588,36103,0,0,1950,622
90.600,8.800,0.600,0,0,0,0,43422812,49362846,0,0,5903,1926
98.204,1.597,0.200,0,0,0,0,10231,5447473,0,0,1814,520
89.357,10.040,0.402,0.201,0,8192,151183360,54799099,34458527,0,0,5982,1995
97.605,2.395,0,0,0,8192,301809664,23343,20207149,0,0,3766,889
90.818,7.984,0.998,0,0.200,0,0,32739867,22034940,0,0,3587,1214
97.400,2.600,0,0,0,0,0,21783723,27522356,0,0,3338,856
