"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering2_3_wo_rep.csv",,,,"Date:","27 Sep 2022 22:40:28 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
61.523,3.407,34.669,0,0.401,0,0,14083,3705,0,0,6538,5942
51.717,2.626,45.253,0.202,0.202,712704,0,13127,12485,0,0,4108,3403
10.101,5.253,82.828,1.616,0.202,212992,147456,6919,19673,102400,0,2646,3292
0,0,100,0,0,0,0,4985,958,0,0,200,162
0,0,100,0,0,0,0,4608,474,0,0,166,150
0,0,99.800,0,0.200,0,0,5628,342,0,0,171,121
0,0,99.800,0.200,0,16384,0,4865,2199,8192,0,187,155
0,0.200,99.401,0.399,0,0,163840,4972,350,0,0,154,145
0,0,100,0,0,0,0,4656,342,0,0,164,134
0,0,99.800,0,0.200,8192,0,5137,900,4096,0,192,157
0,0,100,0,0,0,0,4386,350,0,0,146,120
0,0,100,0,0,0,0,7282,342,0,0,166,124
0,0,100,0,0,0,0,4205,900,0,0,185,169
0,0,99.600,0.200,0.200,0,24576,4594,342,0,0,170,132
0.200,0,99.800,0,0,0,0,3736,444,0,0,150,131
0,0,100,0,0,0,0,4179,900,0,0,167,148
0,0.200,99.800,0,0,0,0,3962,342,0,0,151,139
0,0,99.800,0,0.200,0,0,4834,342,0,0,163,134
0,0,100,0,0,0,0,4259,900,0,0,167,144
0,0,99.600,0.400,0,0,131072,4142,342,0,0,171,144
0,0,100,0,0,0,0,9492,342,0,0,182,132
0,0,99.800,0,0.200,0,0,4527,2199,0,0,192,153
0,0.200,99.800,0,0,0,0,4810,342,0,0,156,136
0,0,100,0,0,0,0,4392,714,0,0,174,152
0,0,99.800,0.200,0,0,278528,4349,1206,0,0,238,218
0,0,99.800,0,0.200,0,0,5202,730,0,0,231,170
0,0,100,0,0,0,0,5050,648,0,0,175,148
0.200,0,99.800,0,0,8192,0,5489,1930,4096,0,257,212
0,0,99.800,0,0.200,0,0,4224,460,0,0,162,140
0,0.201,99.398,0.402,0,278528,0,4758,1010,0,0,282,213
0.200,0,99.800,0,0,0,32768,4591,900,0,0,192,158
0,0,100,0,0,0,0,5964,1056,0,0,250,205
0.200,0.599,98.403,0.599,0.200,974848,0,6993,1427,0,0,383,292
0,0.200,99.800,0,0,0,0,4309,1002,0,0,172,158
0,0,99.800,0,0.200,0,8192,5668,1160,0,0,254,209
0.200,0.200,99.599,0,0,0,0,6804,1200,0,0,275,209
0,0.402,97.390,2.008,0.201,2482176,24576,4518,2488,8192,0,317,293
0,0,100,0,0,0,0,4804,358,0,0,162,134
0,0,100,0,0,0,0,4374,342,0,0,151,122
0,0,100,0,0,0,0,4477,900,0,0,181,157
0,0,99.599,0.200,0.200,0,24576,8812,342,0,0,167,145
0,0.200,99.800,0,0,0,0,4384,342,0,0,147,120
0.200,0,99.600,0.200,0,0,24576,3491,900,0,0,176,175
0,0,100,0,0,0,0,4316,342,0,0,151,122
0,0,99.800,0,0.200,0,0,5011,342,0,0,166,140
0,0.200,99.800,0,0,0,0,5343,900,0,0,174,144
0,0,100,0,0,0,0,4744,342,0,0,149,124
0,0,100,0,0,0,0,3024,342,0,0,133,136
0,0,99.599,0.401,0,0,24576,3451,900,0,0,172,167
0,0,99.800,0,0.200,0,40960,3730,342,0,0,158,138
0,0.200,99.800,0,0,0,0,3500,342,0,0,136,122
0,0,100,0,0,0,0,5679,2199,0,0,168,153
0,0,100,0,0,0,0,5882,342,0,0,169,154
0,0,100,0,0,0,0,3310,342,0,0,134,120
0,0.200,99.401,0.200,0.200,0,81920,3705,900,0,0,181,168
0,0,100,0,0,0,0,3416,444,0,0,150,128
0.200,0,99.800,0,0,0,0,2638,798,0,0,137,140
0,0,100,0,0,0,0,5155,900,0,0,172,156
0,0,100,0,0,0,0,4060,342,0,0,144,120
0,0,99.800,0,0.200,0,0,4286,852,0,0,205,182
0,0,99.800,0.200,0,0,24576,9241,1104,0,0,234,200
0,0.200,99.800,0,0,0,0,3642,342,0,0,137,122
0.200,0,99.800,0,0,0,0,5344,1412,0,0,235,239
0,0.200,99.600,0,0.200,0,0,4141,1152,0,0,218,178
0,0,100,0,0,0,0,4200,546,0,0,174,162
0,0.201,99.799,0,0,0,0,4332,798,0,0,227,189
0.200,0,99.401,0.200,0.200,8192,32768,5601,2749,4096,0,263,212
0,0.200,99.800,0,0,8192,0,5630,1112,4096,0,227,202
0,0,99.799,0.201,0,0,73728,5238,656,0,0,204,177
0,0,99.800,0,0.200,0,0,5179,1348,0,0,237,188
0,0,100,0,0,0,0,4310,694,0,0,178,154
0,0.200,99.800,0,0,0,0,4926,610,0,0,177,142
0.200,0.200,99.400,0.200,0,0,24576,6405,1230,0,0,245,214
0,0,99.800,0,0.200,0,0,6200,888,0,0,197,164
0,0,100,0,0,0,0,6080,684,0,0,191,148
0.200,0,99.800,0,0,0,49152,5827,900,0,0,185,152
0,0,100,0,0,0,0,3496,342,0,0,140,133
16.802,7.085,75.709,0,0.405,32768,0,5738,452,16384,0,3049,2881
27.789,6.491,65.314,0.203,0.203,0,155648,4049,1010,0,0,2446,2348
34.959,5.488,59.146,0,0.407,0,0,4481,576,0,0,3136,2613
32.727,4.242,62.828,0,0.202,0,57344,10300,3488,0,0,2371,1796
45.691,5.812,48.096,0.200,0.200,16384,0,4789,4313,8192,0,3106,2545
35.872,7.214,41.283,15.230,0.401,1146880,0,12981,9893,577536,0,3833,3406
60.729,11.336,23.684,4.049,0.202,352256,270336,7062,2674,172032,0,4384,4733
55,9.200,35.200,0.200,0.400,8192,0,11444,2111,4096,0,3554,2911
73.887,7.895,18.219,0,0,0,8192,10341,15588,0,0,3965,4005
57.606,8.316,32.049,1.826,0.203,106496,131072,32593,64773,57344,0,3849,3937
64.198,6.379,29.218,0,0.206,57344,0,46452,80560,24576,0,5980,6931
42.886,4.675,52.033,0,0.407,0,0,16176,2229,0,0,4595,4677
43.320,2.429,54.049,0.202,0,0,770048,101600,35378,0,0,3258,4389
8.835,0.402,90.763,0,0,0,180224,26215,2506,0,0,479,384
52.705,2.806,44.289,0,0.200,0,0,264166,297347,0,0,3496,4058
33.333,2.994,63.273,0.200,0.200,0,98304,10775,5540,0,0,2130,1893
42.685,3.006,53.707,0.200,0.401,16384,0,4241,900,0,0,3968,3408
37.980,3.232,58.182,0.202,0.404,0,114688,4410,3320,0,0,2836,2315
11.800,0.600,87.400,0.200,0,8192,0,7230,17689,4096,0,615,462
7.847,0.402,91.751,0,0,0,0,9506,41445,0,0,838,715
56.823,3.870,38.900,0,0.407,0,0,7516,4860,0,0,6839,6318
59.146,3.252,37.195,0,0.407,0,0,4982,8838,0,0,5706,5324
23.313,7.157,68.303,1.022,0.204,237568,0,9684,22201,118784,0,4117,4613
0,0,99.399,0.601,0,0,253952,8462,350,0,0,192,167
0,0,99.800,0,0.200,0,0,4282,342,0,0,158,129
0,0.200,99.800,0,0,0,0,4379,900,0,0,183,152
0,0,100,0,0,0,0,4108,342,0,0,142,120
0,0,100,0,0,0,0,4687,342,0,0,165,148
0,0,99.800,0,0.200,0,0,4303,900,0,0,172,142
0,0,99.800,0.200,0,0,24576,4368,342,0,0,158,137
0,0,100,0,0,0,0,4726,342,0,0,153,122
0,0,100,0,0,0,0,4473,900,0,0,175,155
0,0,99.800,0,0.200,0,0,3796,342,0,0,144,130
0.200,0,99.800,0,0,0,0,4986,342,0,0,165,127
0,0.200,99.800,0,0,16384,65536,4779,2199,8192,0,207,168
0.200,0,99.599,0.200,0,0,40960,6170,626,0,0,198,179
0,0,99.800,0,0.200,0,0,4448,656,0,0,177,148
0,0,99.800,0.200,0,8192,0,5921,3446,4096,0,377,348
0,0.200,99.800,0,0,0,0,6104,1992,0,0,307,276
0,0.200,99.600,0,0.200,0,57344,5040,672,0,0,212,168
0.202,0.202,90.323,9.073,0.202,1974272,0,4665,1104,991232,0,530,748
5.634,0.805,81.288,12.274,0,9228288,32768,4384,860,4624384,0,1951,2374
12.097,7.460,77.016,3.024,0.403,3444736,0,4388,714,364544,0,2463,2167
20.528,8.740,70.122,0.407,0.203,1736704,0,10061,908,4096,0,3495,3490
30.522,5.422,63.454,0.201,0.402,0,139264,4266,350,0,0,2150,1767
34.545,6.263,58.788,0,0.404,0,0,5911,576,0,0,3116,2559
21.730,2.616,69.215,6.237,0.201,8380416,0,3817,1232,0,0,1810,1605
38.677,6.012,53.707,1.202,0.401,933888,360448,4442,630,0,0,2783,2190
43.434,5.657,50.707,0,0.202,0,0,4332,350,0,0,3444,3002
5.600,0.800,92.600,0.800,0.200,73728,286720,5003,3125,0,0,717,575
0,0,100,0,0,0,0,4508,350,0,0,199,212
0,0,100,0,0,0,0,5346,342,0,0,215,218
0,0,99.799,0.201,0,0,73728,4417,900,0,0,238,251
0,0.200,99.600,0,0.200,0,90112,5102,342,0,0,219,224
0,0,100,0,0,0,0,5872,444,0,0,211,210
0.200,0.200,99.600,0,0,0,0,5791,900,0,0,228,250
8.200,2.200,89,0.400,0.200,81920,0,7914,2626,0,0,834,648
29.116,5.020,65.663,0,0.201,0,0,5832,1148,0,0,1670,1155
24.699,4.819,70.080,0.201,0.201,0,24576,11184,1657,0,0,2088,1735
53.024,5.645,41.129,0,0.202,0,0,4416,342,0,0,4291,4125
79.108,4.665,16.024,0,0.203,0,0,141889,19685,0,0,5528,6448
56.225,3.815,39.759,0,0.201,212992,0,119893,16366,0,0,3003,2919
30.285,3.252,66.260,0,0.203,0,0,4792,342,0,0,2517,2137
36.640,3.239,59.514,0.202,0.405,73728,0,8826,342,0,0,3177,2662
54.016,4.217,41.365,0.201,0.201,524288,565248,6899,2970,0,0,2855,2205
4.628,0.201,95.171,0,0,0,0,6388,672,0,0,591,490
0,0.200,99.601,0,0.200,0,0,4848,798,0,0,199,208
0,0,100,0,0,0,0,4877,900,0,0,238,250
1.603,0.401,97.996,0,0,0,0,5264,342,0,0,308,280
0.200,0.200,99.002,0.399,0.200,0,40960,4436,342,0,0,219,235
0,0,99.799,0.201,0,0,81920,6441,942,0,0,241,250
0,0,100,0,0,0,0,4584,342,0,0,211,222
0,0,99.800,0,0.200,0,0,4994,342,0,0,213,214
0.200,0,99.800,0,0,0,0,4787,900,0,0,239,240
0,0,100,0,0,0,0,5600,474,0,0,228,220
0,0.200,99.599,0.200,0,0,368640,4756,342,0,0,284,270
0,0.200,99.600,0,0.200,0,0,4485,900,0,0,220,222
0,0,100,0,0,0,0,5678,342,0,0,217,218
0.401,0,99.599,0,0,0,0,5398,342,0,0,266,265
0,0,99.800,0.200,0,32768,0,5627,2199,16384,0,247,252
0,0.200,99.599,0.200,0,0,40960,5106,350,0,0,209,224
0,0,100,0,0,0,0,5776,446,0,0,216,208
0,0,99.800,0,0.200,0,0,4607,1162,0,0,242,254
0,0,100,0,0,0,0,9662,342,0,0,215,226
0.200,0,99.800,0,0,0,0,4346,342,0,0,187,206
0.200,0,99.600,0.200,0,24576,0,4591,900,12288,0,240,255
57.927,3.455,38.211,0.203,0.203,0,32768,268342,35130,0,0,4779,5716
6.024,0.201,93.775,0,0,0,0,5240,554,0,0,585,498
0.200,0.200,99.400,0,0.200,0,0,5616,1104,0,0,294,300
0,0,100,0,0,0,0,4998,648,0,0,230,242
0.200,0.200,99.600,0,0,0,0,5978,750,0,0,235,248
0,0,99.799,0.201,0,24576,147456,4401,1206,12288,0,254,287
52.811,4.418,40.964,1.606,0.201,53723136,24576,16512,1922,12288,0,4290,4287
89.738,6.439,3.622,0,0.201,118226944,0,4052,642,0,0,4232,3432
94.309,3.049,2.642,0,0,154411008,0,4485,2403,135168,0,4675,3775
94.578,3.414,2.008,0,0,161480704,8478720,4468,1018,0,0,4616,3599
93.561,5.231,1.207,0,0,160972800,0,3832,452,8192,0,4509,3597
93.496,4.472,1.829,0.203,0,162308096,1204224,2981,1010,20480,0,4301,3486
93.347,4.435,2.218,0,0,158859264,0,3618,460,0,0,4838,3564
93.915,4.462,1.623,0,0,162848768,0,4690,486,8192,0,4665,3430
94.600,3.400,1.800,0.200,0,161898496,13778944,4579,1011,4096,0,4595,3428
74.400,16.600,4.600,4.200,0.200,64643072,118939648,7398,1004,4096,0,6290,5464
81.087,13.481,1.408,4.024,0,160374784,44302336,15532,2237,4096,0,4886,4044
92.510,4.858,2.632,0,0,169082880,24576,7423,1019,0,0,4396,3450
93.496,4.675,1.829,0,0,168853504,0,4322,452,16384,0,4173,3238
93.103,4.462,2.434,0,0,173547520,0,4212,452,4096,0,4400,3269
93.902,4.268,1.829,0,0,166813696,0,3901,1053,45056,0,4345,3352
94.118,3.448,1.826,0.609,0,167788544,1146880,4696,584,8192,0,4185,3220
94.200,3.800,2,0,0,171843584,24576,5361,460,8192,0,4245,3457
95.538,2.637,1.826,0,0,146923520,0,4402,2318,20480,0,4290,3158
67,20.800,10.600,1.400,0.200,125345792,0,15549,2232,0,0,5959,5006
90.984,6.762,2.254,0,0,181903360,0,6780,858,0,0,4513,3505
94.726,3.043,2.231,0,0,180633600,1130496,5689,1003,8192,0,4590,3519
94.366,4.024,1.610,0,0,175915008,24576,3844,460,8192,0,4595,3451
94.141,3.434,2.424,0,0,172244992,0,4598,460,8192,0,4794,3349
94.939,3.239,1.822,0,0,173801472,0,4827,1011,0,0,4376,3330
95.382,3.414,1.205,0,0,177815552,0,5166,444,0,0,4477,3436
90.982,6.814,1.403,0.802,0,163192832,548864,6739,960,4096,0,4541,3231
84.708,11.670,2.414,1.006,0.201,118849536,24576,9617,2051,0,0,4063,3259
86.974,9.419,3.607,0,0,175063040,0,11234,1302,0,0,5025,4297
93.686,4.277,2.037,0,0,175898624,0,4970,444,0,0,4541,3633
92.540,4.234,3.226,0,0,169115648,0,5029,1003,16384,0,5013,3821
95.306,3.061,1.429,0.204,0,170975232,1138688,5606,4582,0,0,4592,3680
95.792,2.806,1.403,0,0,173293568,32768,11460,554,8192,0,5080,3577
93.712,4.260,2.028,0,0,174243840,0,5741,3162,73728,0,4342,3647
92.308,5.668,2.024,0,0,159227904,0,4946,650,86016,0,4379,3442
8.434,3.213,88.153,0,0.201,9109504,0,8393,2992,4096,0,894,969
0,0,99.598,0.402,0,0,1138688,4407,909,0,0,233,264
0.400,0,99.400,0.200,0,0,1310720,4460,342,0,0,266,268
0,0,100,0,0,0,0,3730,554,0,0,196,224
0,0.200,99.600,0,0.200,0,0,4567,1325,0,0,246,262
0,0.200,99.800,0,0,0,0,4466,648,0,0,230,254
0,0,99.800,0.200,0,8192,0,4664,648,4096,0,236,242
4.675,7.317,84.756,3.049,0.203,0,134414336,5081,1011,0,0,2537,2248
1.616,3.232,94.545,0.606,0,794624,0,4944,600,0,0,865,777
0.200,1.002,97.996,0.601,0.200,409600,147456,6244,1266,12288,0,400,302
0.200,0,99.800,0,0,0,0,4103,916,0,0,177,146
0,0,100,0,0,0,0,4422,342,0,0,155,136
0,0,99.599,0.401,0,8192,311296,4772,342,4096,0,161,143
0,0.200,99.601,0,0.200,0,0,4137,2215,0,0,185,166
0,0,99.599,0.401,0,0,98304,4224,342,0,0,157,144
0,0,100,0,0,0,0,3968,342,0,0,147,124
0,0,100,0,0,0,0,3889,900,0,0,171,155
0,0,99.800,0,0.200,0,0,7374,342,0,0,158,139
0,0,100,0,0,8192,0,3970,342,4096,0,161,140
0,0,100,0,0,0,0,5967,908,0,0,184,155
0.200,0,99.599,0.200,0,0,24576,4352,342,0,0,159,136
0,0,100,0,0,0,0,4036,342,0,0,162,146
0,0,99.800,0,0.200,0,0,5898,900,0,0,178,145
0,0,100,0,0,0,0,4310,342,0,0,145,126
0,0,100,0,0,0,0,5832,384,0,0,169,128
0,0,99.601,0.200,0.200,8192,0,4131,900,4096,0,179,161
0,0.200,99.600,0.200,0,0,24576,3922,452,0,0,168,146
0,0,100,0,0,0,0,4150,806,0,0,149,128
0,0,100,0,0,0,0,5145,2293,0,0,188,164
0.200,0,99.800,0,0,0,0,5480,342,0,0,175,149
0.200,0,99.800,0,0,0,0,4328,342,0,0,154,122
0,0.200,99.800,0,0,0,0,4357,900,0,0,182,154
0,0,99.800,0.200,0,0,24576,5172,342,0,0,159,143
0,0,99.800,0,0.200,0,49152,4600,342,0,0,181,140
0,0,100,0,0,0,0,3589,900,0,0,160,146
0,0,100,0,0,0,0,4130,342,0,0,138,120
0,0,100,0,0,0,0,3898,444,0,0,158,144
0,0,100,0,0,0,0,8373,1042,0,0,208,170
0,0,99.800,0.200,0,0,221184,3640,342,0,0,173,143
0,0.200,99.800,0,0,0,0,4560,342,0,0,169,140
0,0,99.800,0,0.200,0,0,4225,900,0,0,166,142
0,0,100,0,0,0,0,3594,342,0,0,154,144
0,0,100,0,0,0,0,4530,342,0,0,154,124
0,0.200,98.600,1.200,0,0,679936,4601,2199,0,0,233,177
0.200,0,99.401,0.200,0.200,0,49152,5708,342,0,0,168,139
0,0,100,0,0,0,0,4282,503,0,0,168,150
0,0,100,0,0,0,0,4179,900,0,0,168,148
0,0,100,0,0,0,0,4136,342,0,0,150,130
0,0,99.800,0,0.200,0,0,4360,342,0,0,147,123
0,0,100,0,0,40960,0,4395,1242,20480,0,194,173
0,0,99.800,0.200,0,0,24576,4386,350,0,0,166,136
0,0,100,0,0,0,0,4900,342,0,0,164,128
0,0,99.600,0.200,0.200,16384,0,4445,900,8192,0,166,148
0,0,100,0,0,0,0,4246,350,0,0,154,139
0,0,100,0,0,0,0,6002,342,0,0,171,126
0.798,1.397,85.230,12.375,0.200,12574720,0,7202,4217,0,0,664,553
0.604,2.213,80.080,16.901,0.201,16474112,40960,4832,925,77824,0,961,745
4.217,5.422,82.932,7.229,0.201,5783552,0,7858,1238,0,0,1419,847
2.218,2.823,46.976,47.581,0.403,16449536,565248,5399,1705,2166784,0,2722,1837
2.227,1.619,33.806,61.943,0.405,10633216,0,4402,358,3309568,0,3159,2034
2.016,3.024,38.911,55.645,0.403,26992640,0,3970,350,3059712,0,2569,1862
1.006,1.408,35.211,61.972,0.402,50143232,0,4073,1040,2772992,0,2398,1871
0.203,0.609,35.091,63.692,0.406,16072704,0,4478,452,2531328,0,2120,1591
35.671,1.403,16.232,46.293,0.401,18071552,557056,3822,350,1675264,0,2511,1294
33.468,1.210,13.105,52.016,0.202,15409152,0,5701,1188,1798144,0,2494,1332
64.516,3.629,6.048,25.605,0.202,35340288,0,4690,350,847872,0,2332,996
80.200,5.800,2.400,11.600,0,9273344,0,4242,452,765952,0,2323,1167
7.200,2.600,76.800,13,0.400,5332992,0,16916,2862,1773568,0,1717,1349
0.200,1.200,77.800,20.600,0.200,5373952,0,6702,416,2703360,0,1146,1413
2.653,1.224,76.735,19.184,0.204,5677056,499712,5030,424,2822144,0,2940,2432
1.811,2.012,90.141,5.835,0.201,5529600,0,4111,1025,2617344,0,1761,1527
4.217,8.032,86.948,0.602,0.201,278528,0,8129,4366,16384,0,1497,946
23.014,9.572,66.599,0.611,0.204,507904,0,4464,668,0,0,3329,3329
27.968,6.439,65.191,0,0.402,0,0,4063,900,0,0,2244,1790
37.349,7.028,54.418,1.004,0.201,712704,1253376,5177,1231,4096,0,3175,2447
35.830,5.263,58.502,0.202,0.202,0,73728,3624,358,0,0,2259,1767
27.600,3,69.200,0,0.200,0,0,6115,6477,0,0,1308,1067
0.200,0.400,99.400,0,0,0,0,8340,342,0,0,164,138
0,0,100,0,0,8192,0,3672,342,4096,0,142,134
0.200,0,99.599,0.200,0,0,90112,4353,908,0,0,189,176
0,0,99.800,0,0.200,0,0,3622,342,0,0,145,128
0,0,100,0,0,0,0,4874,492,0,0,162,156
3.213,3.012,93.775,0,0,0,0,5070,1010,0,0,810,711
30.242,7.460,61.895,0,0.403,0,0,4458,342,0,0,3898,3926
27.364,7.042,63.179,2.012,0.402,8192,1335296,4967,678,4096,0,2506,1954
35.872,4.609,59.319,0,0.200,0,155648,4043,1474,0,0,2416,1907
36.546,4.418,58.835,0,0.201,0,0,4886,4922,0,0,2974,2450
53.333,4.848,41.616,0,0.202,0,0,10705,9379,0,0,2751,2095
59.519,12.224,27.455,0.401,0.401,368640,0,10640,4600,0,0,4572,4634
56.442,11.043,32.311,0,0.204,0,40960,5045,576,0,0,3643,3295
62.146,8.300,29.150,0.202,0.202,0,270336,13600,11461,0,0,3932,3608
74.194,10.081,15.323,0.202,0.202,8192,0,24872,38634,4096,0,3884,4453
63.843,5.372,30.579,0,0.207,0,139264,55618,111651,0,0,5249,6273
47.561,6.301,46.138,0,0,0,0,29631,29015,0,0,3796,4256
63.563,7.490,28.745,0,0.202,0,0,534197,564981,0,0,5846,7326
34.677,3.831,60.685,0.605,0.202,0,770048,7098,4956,0,0,2360,2075
42.424,3.434,53.737,0,0.404,0,0,4192,342,0,0,3732,3200
39.879,2.429,56.883,0.405,0.405,8192,98304,12589,21414,4096,0,2599,2023
15.800,0.800,83.400,0,0,0,0,8884,40103,0,0,925,676
57.724,3.659,38.211,0,0.407,0,0,7188,4822,0,0,6684,6219
65.859,2.828,30.909,0,0.404,0,0,6285,10142,0,0,4878,4410
25.257,6.571,68.172,0,0,0,24576,9229,21235,0,0,4742,5287
0,0,99.800,0,0.200,0,0,4683,342,0,0,155,124
0,0,99.599,0.401,0,0,90112,6092,900,0,0,182,157
0,0,100,0,0,8192,0,4473,342,4096,0,154,128
0,0,100,0,0,0,0,4245,350,0,0,151,133
0.399,0,99.202,0.200,0.200,0,139264,4873,2199,0,0,222,180
0,0,100,0,0,0,0,4638,342,0,0,155,122
0,0,100,0,0,0,0,4776,342,0,0,160,130
0.200,0,99.601,0,0.200,0,0,6657,900,0,0,208,171
0,0,100,0,0,0,0,4288,342,0,0,152,126
0,0,100,0,0,16384,0,4626,342,8192,0,158,136
0,0,99.799,0.201,0,0,24576,5029,908,0,0,184,156
0,0,100,0,0,0,0,4538,444,0,0,161,139
0,0,99.800,0,0.200,0,0,5580,1002,0,0,188,149
0,0,100,0,0,0,253952,5785,1308,0,0,258,192
0,0,100,0,0,0,0,3634,342,0,0,139,128
0,0,100,0,0,8192,0,9960,648,4096,0,206,173
0,0,99.599,0.200,0.200,0,65536,4207,1214,0,0,209,191
0.200,0,99.800,0,0,0,0,3816,342,0,0,154,134
0,0,100,0,0,0,32768,3864,562,0,0,169,146
0,0,100,0,0,0,0,5071,2505,0,0,234,202
0,0.200,99.800,0,0,0,0,4856,546,0,0,186,151
0,0.200,99.600,0.200,0,0,40960,4854,954,0,0,229,198
5.020,6.225,86.345,2.209,0.201,1236992,0,4971,1010,4096,0,1250,927
6.148,1.639,77.664,14.344,0.205,31571968,139264,4008,452,0,0,1791,2300
6.048,1.411,77.218,14.919,0.403,29745152,0,3882,392,0,0,1422,1828
