"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering2_1_wo_rep.csv",,,,"Date:","27 Sep 2022 22:40:20 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
0,0,100,0,0,0,0,5132,451,0,0,239,299
0,0,100,0,0,0,0,3370,342,0,0,257,348
0,0,100,0,0,0,0,8758,451,0,0,269,318
0,0,100,0,0,0,0,4118,451,0,0,239,310
0.200,0,99.599,0.200,0,0,24576,4963,627,0,0,289,334
0,0,99.800,0,0.200,0,0,4602,451,0,0,243,306
0,0,100,0,0,0,0,4216,451,0,0,260,340
0,0,98.996,1.004,0,0,761856,4086,920,0,0,352,420
0,0,100,0,0,0,0,7239,619,0,0,267,312
0,0,99.800,0,0.200,0,0,7799,823,0,0,285,330
0,0,99.598,0.402,0,0,32768,4800,852,0,0,333,402
0,0.200,99.800,0,0,0,0,4842,553,0,0,264,340
0,0,100,0,0,0,8192,5140,1075,0,0,285,332
0,0,99.800,0,0.200,0,0,4474,1948,0,0,286,331
0.200,0,99.800,0,0,0,0,5088,979,0,0,287,344
0,0,100,0,0,0,0,5380,671,0,0,278,328
0,0,99.799,0.201,0,0,24576,5546,656,0,0,341,400
0,0,99.799,0,0.201,0,0,5080,655,0,0,278,338
0,0,100,0,0,0,0,5226,859,0,0,288,350
0,0,100,0,0,0,0,6418,648,0,0,312,346
5.444,9.879,80.444,4.032,0.202,2449408,0,9850,7006,0,0,1907,1304
4.260,3.651,78.499,13.387,0.203,2146304,172032,5484,1903,425984,0,1737,1637
0.600,2.400,90.600,6.200,0.200,679936,16384,7686,467,331776,0,708,818
0,0,100,0,0,0,0,7460,2221,0,0,338,311
0,0,100,0,0,0,0,5987,517,0,0,232,268
1.408,2.414,82.495,13.481,0.201,475136,0,5122,1276,233472,0,696,618
0,0.201,79.920,19.880,0,548864,0,4162,705,274432,0,365,490
0.201,0,81.690,18.109,0,450560,385024,5238,561,229376,0,368,437
0.200,0.200,85.200,14.200,0.200,262144,0,4846,970,122880,0,404,476
0,1.613,95.565,2.823,0,122880,0,6328,1206,57344,0,483,567
0,0,100,0,0,0,0,6082,1063,0,0,275,282
0,0,99.800,0,0.200,0,0,4472,562,0,0,255,286
0,0,100,0,0,0,0,6066,859,0,0,256,262
1.006,4.024,92.153,2.817,0,901120,385024,7634,1185,0,0,835,601
24.194,8.669,65.726,1.008,0.403,663552,0,4420,572,0,0,3463,3613
25.709,6.680,67.206,0.202,0.202,57344,0,5554,451,0,0,2259,1866
45.528,9.350,44.512,0.407,0.203,557056,0,10501,8026,262144,0,3880,3220
50.505,14.343,33.535,1.212,0.404,5464064,0,6692,2722,0,0,5253,5142
38.632,6.841,54.326,0,0.201,49152,0,4548,553,0,0,2573,1969
36.948,5.823,56.024,0.803,0.402,540672,409600,6521,1944,0,0,3282,2618
37.097,5.040,57.661,0,0.202,8192,0,3174,350,0,0,2257,1739
53.614,5.422,40.763,0,0.201,188416,0,14162,4745,0,0,3760,3406
1.606,1.205,97.189,0,0,0,0,9510,1588,0,0,340,360
0,0,100,0,0,0,16384,3918,628,0,0,290,350
0,0,99.599,0.200,0.200,0,98304,4942,553,0,0,268,324
0,0,100,0,0,0,0,4248,451,0,0,236,312
0,0,100,0,0,0,0,4670,342,0,0,291,371
0,0,100,0,0,0,0,5601,451,0,0,237,312
0,0,100,0,0,0,0,4654,493,0,0,240,302
0,0,100,0,0,0,0,4572,342,0,0,271,325
0,0,99.599,0.200,0.200,0,24576,3974,451,0,0,248,324
0,0,100,0,0,0,0,4694,451,0,0,262,330
2.806,0,97.194,0,0,0,0,8241,814,0,0,502,517
39.757,6.288,50.913,2.637,0.406,434176,1064960,10378,14351,0,0,3847,3652
30.242,5.444,64.113,0,0.202,0,0,4161,693,0,0,2515,2122
40.763,4.819,54.217,0,0.201,0,0,6319,7639,0,0,2942,2308
39.638,5.231,54.527,0.201,0.402,0,237568,12306,3548,0,0,2478,1802
61.616,4.646,33.535,0,0.202,0,0,71034,15862,0,0,4915,5457
50.203,6.707,43.089,0,0,0,98304,4194,436,0,0,3578,4205
38.477,2.675,58.436,0.206,0.206,73728,98304,257857,386403,36864,0,5380,5456
1.807,0.201,97.791,0,0.201,0,0,5028,934,0,0,373,417
1.606,0.201,97.992,0.201,0,0,458752,5044,1277,0,0,472,540
0,0,100,0,0,0,0,9206,451,0,0,279,358
45.528,2.846,51.423,0,0.203,0,0,56447,5259,0,0,2432,1688
5.030,0.604,94.165,0,0.201,0,0,5542,5460,0,0,816,777
0,0.200,99.399,0.401,0,0,90112,5790,517,0,0,309,383
6.827,2.410,90.562,0,0.201,0,73728,11174,5261,0,0,1619,1885
0,0,100,0,0,0,0,5003,342,0,0,278,322
0,0,100,0,0,0,131072,5389,451,0,0,259,300
0,0,99.800,0,0.200,0,0,6049,451,0,0,245,300
0,0,100,0,0,0,0,4347,444,0,0,277,343
1.004,0,98.996,0,0,0,0,7792,1039,0,0,353,382
0,0,99.399,0.401,0.200,0,212992,4940,451,0,0,261,335
0,0.200,99.800,0,0,0,0,4566,342,0,0,266,316
0,0,100,0,0,0,278528,5888,451,0,0,293,315
0,0,100,0,0,0,0,6598,451,0,0,251,304
0.200,0,99.599,0,0.200,0,0,4674,342,0,0,287,354
0,0,100,0,0,0,0,5282,451,0,0,246,314
0,0,99.799,0.201,0,0,24576,5122,451,0,0,258,314
0,0,99.800,0,0.200,0,0,5156,342,0,0,271,326
0,0,100,0,0,0,0,5710,451,0,0,260,302
0,0,100,0,0,0,0,4516,451,0,0,247,336
0,0,100,0,0,0,0,9404,342,0,0,283,328
0,0,99.800,0,0.200,0,0,4182,451,0,0,232,300
0,0,99.599,0.401,0,0,24576,4242,451,0,0,253,320
0,0,100,0,0,0,0,4002,342,0,0,255,338
0.998,0.200,98.603,0,0.200,0,0,7218,583,0,0,364,416
0,0,100,0,0,0,0,4960,451,0,0,250,304
0,0,100,0,0,0,0,4288,342,0,0,262,316
0,0,99.599,0.200,0.200,0,212992,5224,451,0,0,259,309
0,0,99.799,0.201,0,0,40960,4574,451,0,0,260,323
0,0,100,0,0,0,0,3762,342,0,0,276,366
0,0,100,0,0,0,0,5274,451,0,0,255,302
0,0,99.800,0,0.200,0,0,4678,451,0,0,245,312
0,0,100,0,0,0,0,5334,1025,0,0,315,368
0,0,100,0,0,0,0,4958,451,0,0,242,308
0.201,0.402,98.994,0.402,0,475136,40960,5362,451,237568,0,484,555
0.200,0,99.599,0,0.200,0,0,3486,358,0,0,259,336
0,0,100,0,0,0,0,5266,451,0,0,252,310
0,0,100,0,0,0,65536,4678,553,0,0,242,304
0,0,100,0,0,0,0,4376,848,0,0,267,326
0.401,0,98.998,0.401,0.200,0,90112,7770,583,0,0,369,452
0,0,100,0,0,0,0,8080,451,0,0,263,308
0,0,100,0,0,0,0,4418,342,0,0,267,318
0,0,99.800,0,0.200,0,0,5324,451,0,0,257,306
0,0,100,0,0,0,0,4428,451,0,0,238,304
0,0.201,99.799,0,0,0,0,4326,342,0,0,303,380
0,0,99.799,0.201,0,0,32768,4971,451,0,0,249,316
0,0,99.800,0,0.200,0,0,5300,451,0,0,254,300
0,0,100,0,0,0,73728,5860,342,0,0,269,322
0,0,100,0,0,0,0,4960,451,0,0,259,319
0,0,99.800,0,0.200,0,0,5204,451,0,0,265,334
0,0,100,0,0,0,0,4232,342,0,0,248,316
0,0,99.799,0.201,0,65536,24576,4630,451,32768,0,249,318
0,0,100,0,0,0,0,5286,467,0,0,260,320
0.200,0,99.600,0,0.200,0,0,5312,342,0,0,273,328
0.403,0,99.597,0,0,0,0,7734,583,0,0,341,394
0,0,100,0,0,0,0,4784,451,0,0,241,310
0.200,0,99.600,0,0.200,0,0,4788,342,0,0,271,326
