"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.wang2978-test.uwmadison744-f22-pg0.wisc.cloudlab.us",,,,"User:","Yuhan"
"Cmdline:","dstat --output monitering2_2_wo_rep.csv",,,,"Date:","27 Sep 2022 22:40:25 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
16.901,2.012,72.032,8.652,0.402,4825088,0,4232,358,4096,0,1497,1315
16.227,3.043,70.183,10.548,0,7110656,0,4362,350,0,0,1532,1326
11.623,1.603,73.747,12.826,0.200,5308416,0,4485,900,4096,0,1045,988
12.298,2.823,75.202,9.476,0.202,4956160,0,4726,350,0,0,1678,1531
18.164,2.196,71.058,8.184,0.399,7241728,0,13622,2979,0,0,2059,1866
32.121,5.253,55.354,7.071,0.202,6823936,57344,5378,5917,651264,0,2934,2538
7.847,2.213,86.922,3.018,0,516096,90112,6130,886,188416,0,1792,1746
0,0.201,98.793,1.006,0,172032,0,4916,2393,81920,0,328,248
0,0,99.800,0,0.200,16384,0,4947,908,8192,0,192,158
0,0,100,0,0,0,0,4924,482,0,0,167,130
0,0.399,99.202,0.399,0,0,73728,4892,342,0,0,205,168
0.200,0,99.399,0.401,0,16384,106496,5271,2241,8192,0,219,192
0,0.200,99.399,0.401,0,40960,0,5883,617,20480,0,221,176
0,0,99.800,0,0.200,8192,0,4402,350,4096,0,154,128
0,0,99.800,0.200,0,24576,0,5201,908,12288,0,195,174
0,0,100,0,0,0,0,5962,350,0,0,162,126
0,0,99.800,0,0.200,0,0,5048,342,0,0,154,128
0,0,99.799,0.201,0,8192,40960,5069,900,4096,0,195,162
0,0,100,0,0,0,0,3862,358,0,0,142,128
0.200,0.800,96.200,2.800,0,2785280,0,4359,631,0,0,293,241
0,0,99.800,0,0.200,32768,0,4497,900,16384,0,167,156
0,0,100,0,0,0,0,4576,392,0,0,170,142
0,0,99.800,0.200,0,0,73728,4350,446,0,0,172,154
0,0,100,0,0,24576,0,3805,900,12288,0,170,155
0,0,100,0,0,8192,0,9258,350,4096,0,184,128
0,0,99.600,0.200,0.200,8192,0,4620,350,4096,0,159,134
0,0,100,0,0,24576,0,4699,2207,12288,0,198,178
0,0,100,0,0,40960,65536,4804,452,20480,0,162,141
0,0,99.600,0.200,0.200,0,40960,3872,822,0,0,156,146
0,0,100,0,0,16384,0,3913,900,8192,0,171,152
0,0,100,0,0,0,0,5098,350,0,0,170,140
0,0,100,0,0,0,0,4720,342,0,0,165,140
0,0,99.800,0,0.200,8192,8192,4411,900,4096,0,178,153
0,0,100,0,0,16384,0,4272,358,8192,0,159,132
0,0,99.800,0.200,0,0,32768,4586,350,0,0,175,148
0,0.200,99.601,0,0.200,8192,0,4459,900,4096,0,175,156
0,0,100,0,0,8192,0,5022,350,4096,0,160,130
0,0,100,0,0,0,16384,4798,350,0,0,155,131
0.200,0,99.800,0,0,8192,0,5205,900,4096,0,186,154
0,0,99.800,0,0.200,8192,0,5744,350,4096,0,170,133
0,0,99.800,0.200,0,0,24576,5056,350,0,0,180,142
0,0,100,0,0,24576,0,3885,2199,12288,0,190,175
0,0,99.800,0,0.200,0,73728,5174,350,0,0,176,134
0,0,100,0,0,0,0,3744,342,0,0,147,122
0,0,100,0,0,16384,0,9499,900,8192,0,209,157
0,0,100,0,0,0,0,3634,350,0,0,140,124
0,0,99.400,0.400,0.200,8192,24576,4528,342,4096,0,165,152
0,0,100,0,0,8192,0,3403,916,4096,0,156,154
0,0,100,0,0,0,0,4856,350,0,0,159,120
0,0,100,0,0,0,0,4571,342,0,0,151,124
0,0,99.800,0,0.200,16384,0,5691,900,8192,0,186,164
0.200,0,99.800,0,0,0,0,3610,350,0,0,150,138
0,0,99.799,0.201,0,0,24576,3706,342,0,0,149,142
0,0,99.800,0.200,0,24576,0,3403,900,12288,0,155,156
0,0,99.800,0,0.200,8192,0,4238,350,4096,0,159,140
0,0,100,0,0,0,0,3950,350,0,0,134,132
0,0,100,0,0,8192,0,5117,2301,4096,0,185,159
0,0,100,0,0,0,0,5464,814,0,0,143,124
0,0,99.600,0.400,0,8192,65536,3418,342,4096,0,163,154
0,0,99.800,0,0.200,24576,0,3545,916,12288,0,162,157
0,0,100,0,0,0,0,3410,350,0,0,142,130
0,0,100,0,0,0,0,3084,342,0,0,143,135
0,0.200,99.800,0,0,16384,0,5337,900,8192,0,184,168
0,0,99.600,0.200,0.200,0,40960,3650,350,0,0,151,132
0,0,100,0,0,0,0,7682,342,0,0,156,138
0,0,100,0,0,8192,0,4715,900,4096,0,172,159
0,0,99.800,0,0.200,8192,0,4068,350,4096,0,158,138
0,0,100,0,0,0,0,4090,350,0,0,156,142
0,0,100,0,0,16384,8192,4473,900,8192,0,178,152
0,0,99.600,0.200,0.200,0,32768,3690,358,0,0,160,146
0,0,100,0,0,8192,0,4178,384,4096,0,175,150
0,0,100,0,0,16384,0,4755,2207,8192,0,195,172
0,0,100,0,0,8192,0,5384,350,4096,0,171,128
0,0,99.800,0,0.200,0,0,4112,350,0,0,149,125
0,0,100,0,0,16384,0,4935,900,8192,0,184,163
0,0,99.800,0.200,0,0,24576,4190,350,0,0,165,140
0,0,99.800,0,0.200,0,0,4626,342,0,0,152,124
0,0,100,0,0,8192,0,5657,900,4096,0,173,151
0,0,100,0,0,0,16384,6480,350,0,0,169,132
0,0,99.800,0,0.200,8192,0,5996,342,4096,0,161,128
0,0,100,0,0,8192,0,4155,908,4096,0,167,154
0.200,0.400,99.200,0.200,0,0,24576,5283,604,0,0,215,179
0,0,100,0,0,0,0,4372,342,0,0,163,146
0,0,99.800,0,0.200,16384,0,4051,900,8192,0,172,150
0,0,100,0,0,0,0,9972,350,0,0,171,130
0,0,99.800,0.200,0,8192,0,3448,444,4096,0,148,138
1.403,0.200,91.383,6.814,0.200,1425408,0,7890,2803,720896,0,605,549
32.258,7.661,23.992,35.685,0.403,7270400,147456,5345,350,3649536,0,5616,4861
33.469,6.288,20.284,39.351,0.609,9875456,65536,4750,592,4935680,0,5983,4274
39.122,5.788,19.960,34.531,0.599,11214848,0,5010,1843,5607424,0,5899,4137
58.954,7.042,9.457,24.346,0.201,8708096,0,10103,6683,4345856,0,5290,4299
69.920,4.382,7.570,17.928,0.199,9584640,90112,71327,50026,2547712,0,4629,4360
87.776,6.413,2.004,3.607,0.200,4923392,532480,5609,1018,909312,0,3619,9988
85.341,4.418,2.410,7.831,0,9781248,0,4660,460,737280,0,2718,2732
72.946,5.611,12.224,9.018,0.200,5947392,0,18216,2156,856064,0,3653,3515
0.803,0.602,84.337,14.056,0.201,4612096,0,5563,20896,2314240,0,1249,1144
11.895,1.008,70.565,16.331,0.202,5955584,0,123346,64956,2973696,0,2546,2364
3.434,0.606,91.313,4.444,0.202,1884160,0,7098,1752,839680,0,1247,1092
0,0,99.400,0.400,0.200,8192,90112,4599,908,8192,0,212,219
0,0,100,0,0,8192,16384,3500,358,0,0,172,180
0,0,100,0,0,0,0,4380,350,0,0,180,180
0.802,0.200,98.397,0.601,0,49152,65536,5791,3099,24576,0,459,424
0,0,99.800,0,0.200,0,0,4440,358,0,0,191,184
0,0,100,0,0,0,0,5024,342,0,0,186,168
4.800,2.800,88.400,3.800,0.200,1318912,24576,10549,3661,516096,0,1586,1500
0,0,100,0,0,8192,0,4542,358,4096,0,155,134
0,0,100,0,0,8192,0,3682,350,4096,0,151,142
0,0,100,0,0,8192,0,4753,908,4096,0,184,153
0,0,100,0,0,0,0,4012,350,0,0,149,124
0,0,99.399,0.601,0,0,204800,4711,342,0,0,173,164
0,0,100,0,0,8192,0,4177,900,4096,0,181,162
0,0,99.800,0,0.200,0,0,4474,350,0,0,154,130
0,0,100,0,0,8192,0,4856,342,4096,0,152,128
0,0,100,0,0,16384,0,4259,908,8192,0,165,148
0,0,99.800,0,0.200,0,180224,4384,452,0,0,189,154
0,0,99.800,0.200,0,0,24576,4668,806,0,0,172,142
0,0,100,0,0,16384,0,4743,2199,8192,0,182,156
0,0,100,0,0,0,0,5922,350,0,0,156,130
0,0,99.800,0,0.200,0,0,3724,342,0,0,143,130
0,0,100,0,0,24576,90112,4851,900,12288,0,193,170
0,0,100,0,0,0,0,4002,400,0,0,159,136
0,0,99.599,0.401,0,0,40960,4396,342,0,0,172,144
0,0,99.800,0,0.200,0,0,4349,900,0,0,177,154
0,0,100,0,0,0,0,3600,342,0,0,142,118
0,0,100,0,0,24576,73728,9860,342,12288,0,189,147
0,0,99.800,0.200,0,57344,0,4667,916,28672,0,189,166
0,0,99.800,0,0.200,0,0,4712,350,0,0,162,132
0,0,99.800,0.200,0,0,24576,4458,342,0,0,171,142
0,0,99.800,0.200,0,8192,0,4149,900,4096,0,171,144
0,0,100,0,0,0,8192,4204,350,0,0,159,136
0,0.200,99.601,0,0.200,0,0,4670,342,0,0,192,156
0,0,100,0,0,32768,0,4399,2199,16384,0,197,167
0,0,100,0,0,0,0,5136,350,0,0,160,126
0,0,99.799,0.201,0,0,24576,4698,342,0,0,166,133
0,0,99.800,0.200,0,24576,8192,5257,1004,12288,0,199,169
0,0,99.800,0,0.200,8192,0,4982,358,4096,0,165,130
0,0,100,0,0,0,0,4820,350,0,0,144,120
0,0,100,0,0,32768,0,6083,900,16384,0,188,160
0,0,100,0,0,0,0,4804,482,0,0,158,128
0,0,99.599,0.401,0,0,24576,5004,342,0,0,177,146
0.200,0,99.800,0,0,40960,0,4069,900,20480,0,182,168
0.200,0,99.600,0,0.200,8192,0,4412,350,4096,0,165,135
0,0,100,0,0,0,0,3770,350,0,0,145,139
0,0.200,99.800,0,0,8192,0,4985,1002,4096,0,195,150
0,0,100,0,0,0,0,8982,814,0,0,181,132
0,0,99.600,0.200,0.200,8192,49152,3832,342,4096,0,167,149
0,0,99.600,0.400,0,32768,0,5745,2215,16384,0,230,183
0,0,100,0,0,8192,0,5186,350,4096,0,161,132
0,0,100,0,0,0,0,4904,350,0,0,162,122
0,0,99.800,0,0.200,8192,0,5329,900,4096,0,196,162
0,0,100,0,0,0,40960,5052,350,0,0,176,136
0,0,99.599,0.401,0,0,40960,4548,342,0,0,180,148
0,0,99.800,0,0.200,16384,0,6179,900,8192,0,180,149
0.401,0.401,94.589,4.609,0,1081344,0,4214,350,544768,0,615,598
0,0.202,80.606,18.990,0.202,3407872,0,5178,350,1703936,0,897,1222
1,0.400,79.800,18.600,0.200,5308416,0,5469,908,2658304,0,1150,1652
0.805,0.805,80.282,17.907,0.201,6766592,0,5158,350,3379200,0,1089,1697
2.213,0.402,80.080,17.103,0.201,6397952,32768,4516,350,3227648,0,839,1262
4.819,0.803,83.333,10.843,0.201,15179776,0,5885,916,7557120,0,974,1317
0,0,99.200,0.600,0.200,65536,0,5016,350,32768,0,177,158
0,0,100,0,0,8192,0,4926,350,4096,0,163,128
0,0.400,99.600,0,0,32768,0,5893,2207,16384,0,219,172
0,0,99.800,0,0.200,0,0,5324,350,0,0,168,134
0,0,99.800,0.200,0,0,24576,4930,342,0,0,173,136
0,0,100,0,0,8192,0,10343,900,4096,0,212,169
0,0,100,0,0,0,8192,3832,350,0,0,142,126
0,0,100,0,0,0,0,4334,342,0,0,157,130
0,0,99.600,0.200,0.200,32768,0,5091,900,16384,0,193,158
0,0,100,0,0,0,0,4990,350,0,0,166,128
0,0,99.800,0.200,0,0,32768,5459,342,0,0,181,144
0,0.200,99.800,0,0,16384,0,5077,942,8192,0,194,160
0,0,99.800,0,0.200,0,0,4728,350,0,0,151,132
0,0,100,0,0,0,0,5014,444,0,0,157,128
0,0,100,0,0,16384,0,3793,1356,8192,0,165,156
0,0,100,0,0,0,0,3552,350,0,0,144,138
0,0,99.600,0.400,0,0,24576,4466,342,0,0,158,140
0.200,0,99.601,0,0.200,16384,0,4057,2199,8192,0,181,159
0,0,100,0,0,0,0,4358,350,0,0,140,120
0,0,100,0,0,0,0,3318,342,0,0,142,136
0,0,100,0,0,8192,0,3323,900,4096,0,160,153
0,0,100,0,0,24576,40960,4136,350,12288,0,157,134
0,0,99.399,0.401,0.200,16384,90112,4410,358,8192,0,191,155
0,0,99.200,0.800,0,24576,0,4239,916,12288,0,181,165
0,0,100,0,0,0,0,4548,350,0,0,163,126
0,0,100,0,0,0,0,7546,342,0,0,172,138
0,0,100,0,0,8192,0,4157,900,4096,0,163,154
0,0,99.600,0.200,0.200,8192,57344,4268,482,4096,0,188,164
0,0,99.800,0.200,0,8192,0,4114,358,4096,0,146,128
0,0,100,0,0,24576,0,3831,908,12288,0,171,160
0,0,100,0,0,0,0,4934,482,0,0,166,130
0,0.200,99.601,0,0.200,0,0,5039,342,0,0,181,154
0,0,100,0,0,49152,0,4658,2241,24576,0,192,177
0,0,99.198,0.802,0,0,24576,5983,350,0,0,177,138
0,0,99.800,0.200,0,8192,0,4425,342,4096,0,156,136
0,0,99.800,0,0.200,8192,0,5365,908,4096,0,197,165
0,0,100,0,0,0,0,3728,350,0,0,146,122
0,0,100,0,0,0,16384,4488,342,0,0,163,124
0,0,100,0,0,16384,0,4975,900,8192,0,169,147
0,0,99.600,0.400,0,0,24576,5060,350,0,0,186,148
0,0,100,0,0,0,0,3886,342,0,0,146,128
0,0,99.599,0.200,0.200,24576,0,5071,900,12288,0,196,163
0,0,100,0,0,0,0,4922,452,0,0,174,137
0,0,100,0,0,0,0,4644,798,0,0,166,134
0,0,99.800,0,0.200,8192,0,5017,900,4096,0,184,152
0,0,99.800,0.200,0,0,24576,11890,350,0,0,215,146
0,0,100,0,0,0,0,4726,342,0,0,153,126
0,0,99.800,0.200,0,40960,0,5239,2199,20480,0,204,173
0,0,99.800,0,0.200,0,0,5330,350,0,0,162,124
0,0,100,0,0,0,0,4916,342,0,0,157,128
0,0,99.800,0.200,0,24576,0,4375,900,12288,0,172,161
0,0,99.800,0.200,0,0,24576,4324,350,0,0,165,146
0,0,99.800,0,0.200,0,40960,3320,342,0,0,145,133
0,0,99.599,0.401,0,16384,0,4725,900,8192,0,170,144
0,0,100,0,0,8192,0,3690,350,4096,0,144,132
0,0,100,0,0,0,0,5078,350,0,0,159,138
0,0,99.800,0,0.200,8192,0,4603,900,4096,0,174,152
0,0,99.600,0.400,0,0,65536,5318,350,0,0,181,140
0.200,0.802,98.597,0.401,0,475136,81920,5060,342,4096,0,288,218
0,0,99.600,0.200,0.200,8192,0,4329,916,4096,0,179,163
0,0,100,0,0,16384,0,4382,350,8192,0,153,136
0,0,100,0,0,0,0,4382,350,0,0,153,132
0,0.200,99.600,0.200,0,24576,0,4377,2199,12288,0,201,179
0,0,100,0,0,0,0,4352,392,0,0,158,132
0,0,99.600,0.200,0.200,8192,90112,4016,342,4096,0,160,147
0,0,100,0,0,8192,0,7355,916,4096,0,187,161
0,0,100,0,0,8192,0,3688,350,4096,0,145,129
0,0,100,0,0,8192,0,4500,350,4096,0,157,129
0,0,99.800,0.200,0,16384,8192,5687,908,8192,0,185,150
0,0,100,0,0,0,0,4312,358,0,0,149,128
0,0,99.600,0.200,0.200,0,24576,4627,342,0,0,168,142
0,0,100,0,0,8192,0,5701,1002,4096,0,188,164
0,0,100,0,0,0,0,4036,814,0,0,151,128
0,0,100,0,0,8192,0,5834,342,4096,0,175,135
0,0,98.400,1.400,0.200,24576,0,3721,908,12288,0,164,154
0,0,100,0,0,0,0,4478,350,0,0,166,142
0,0,99.800,0.200,0,0,24576,3840,342,0,0,147,140
0,0,100,0,0,32768,0,5287,2199,16384,0,185,158
0,0,99.800,0,0.200,0,0,5116,350,0,0,150,124
0,0,100,0,0,0,0,4844,342,0,0,164,138
0,0,100,0,0,16384,0,4547,900,8192,0,170,153
0,0,100,0,0,0,0,4918,350,0,0,165,130
0,0,99.400,0.400,0.200,0,24576,3884,342,0,0,174,151
0,0,100,0,0,16384,40960,4307,1060,8192,0,183,162
0,0,100,0,0,0,0,3460,358,0,0,131,126
0,0,100,0,0,0,0,7906,342,0,0,166,136
0,0,99.600,0.200,0.200,16384,0,4013,900,8192,0,171,159
0,0,100,0,0,8192,0,4244,350,4096,0,150,130
0.201,0.201,98.594,1.004,0,180224,524288,4348,454,90112,0,334,282
0,0,99.800,0,0.200,8192,0,3843,916,4096,0,170,157
0,0,100,0,0,0,0,3948,350,0,0,145,126
0,0.200,99.800,0,0,0,0,4490,342,0,0,178,156
0.200,0,99.800,0,0,8192,0,5149,2199,4096,0,201,164
0,0,99.800,0,0.200,8192,0,4992,350,4096,0,152,128
0,0,99.799,0.201,0,0,32768,4464,350,0,0,161,142
0,0,100,0,0,16384,0,4259,1242,8192,0,183,165
0,0,100,0,0,0,0,4108,350,0,0,145,122
0,0,100,0,0,0,0,3950,342,0,0,141,126
0,0,99.800,0,0.200,16384,0,4789,900,8192,0,177,148
0,0,100,0,0,0,0,4468,350,0,0,165,134
0,0,99.599,0.401,0,8192,24576,4788,444,4096,0,180,150
0,0,99.800,0.200,0,16384,0,4103,1380,8192,0,165,154
0,0,100,0,0,0,0,6144,350,0,0,180,135
0,0.200,96.593,3.006,0.200,2834432,8192,4493,482,0,0,228,208
0.805,1.408,79.879,17.706,0.201,16834560,0,7225,4102,286720,0,905,820
2.191,2.390,85.657,9.562,0.199,12828672,0,8106,350,8192,0,1135,725
2.621,4.637,85.484,7.258,0,4407296,65536,4886,1230,4096,0,1298,749
0.401,0.200,89.579,9.619,0.200,368640,0,4785,2317,4096,0,321,247
0,1.606,79.518,18.675,0.201,2252800,155648,4580,1025,135168,0,691,572
0.803,1.606,84.137,13.454,0,3555328,0,4100,597,221184,0,467,384
0,0,91.365,8.434,0.201,704512,0,4055,908,352256,0,524,444
0,0.201,91.549,8.249,0,655360,0,4174,350,331776,0,509,424
0,0.201,84.105,15.493,0.201,1466368,0,4628,416,733184,0,757,653
1.202,0.802,70.341,27.255,0.401,4104192,0,5211,998,1908736,0,1572,1218
2.637,2.231,75.456,19.270,0.406,5619712,196608,4852,466,2801664,0,1819,1354
0,1.408,95.573,3.018,0,589824,0,4496,467,237568,0,416,502
0,0,99.400,0.600,0,24576,0,4833,908,12288,0,163,119
0,0,99.800,0,0.200,0,0,6016,350,0,0,136,84
0,0,100,0,0,0,0,5170,342,0,0,136,88
0.601,0.401,98.397,0.601,0,16384,204800,6056,2811,8192,0,258,178
8.889,10.707,78.788,1.414,0.202,1220608,0,6052,2781,0,0,2346,1804
31.187,6.439,61.569,0.402,0.402,507904,0,4552,342,0,0,3248,3164
31.452,6.452,61.694,0.202,0.202,65536,0,4842,1134,8192,0,2769,2281
41.449,5.030,52.918,0.201,0.402,786432,0,4290,1005,0,0,2754,2109
41.247,7.042,50.704,0.805,0.201,4890624,16384,4034,2481,0,0,2750,2531
16.633,0.401,82.966,0,0,278528,311296,10167,3084,8192,0,552,233
0,0.201,99.799,0,0,0,0,4038,358,0,0,154,130
0,0,99.800,0,0.200,0,0,3176,342,0,0,135,136
0,0,100,0,0,8192,0,4753,900,4096,0,177,146
0,0,100,0,0,0,0,4544,452,0,0,149,134
0,0,99.600,0.400,0,0,40960,3927,798,0,0,146,141
0,0,99.799,0.201,0,32768,0,4589,900,16384,0,175,173
0,0,99.800,0,0.200,16384,0,4690,350,8192,0,168,141
0,0,100,0,0,0,0,4430,350,0,0,148,122
0,0,99.197,0.803,0,8192,753664,3681,900,4096,0,223,187
0,0,100,0,0,0,0,4386,358,0,0,161,136
20.559,4.591,74.052,0.599,0.200,434176,24576,7470,2336,0,0,2170,2228
32.186,5.263,62.146,0,0.405,8192,0,4189,908,4096,0,2462,2061
41.414,4.242,53.939,0,0.404,0,0,5701,686,0,0,3046,2391
34.538,5.221,59.438,0.602,0.201,8192,262144,9156,2913,4096,0,2320,1697
47.581,4.032,48.185,0,0.202,16384,0,71142,17984,8192,0,3100,2900
66.327,7.347,26.122,0,0.204,0,0,4459,38672,0,0,5162,6092
42.020,3.434,53.737,0.606,0.202,0,688128,208204,171575,0,0,4266,4050
15.369,0.998,83.633,0,0,16384,0,219478,141430,8192,0,1875,1746
5.210,0.401,94.188,0,0.200,0,40960,4730,1752,0,0,475,371
0,0,100,0,0,8192,0,9146,342,4096,0,207,184
0,0.200,99.599,0.200,0,16384,0,3999,908,8192,0,199,206
0,0.201,99.197,0.402,0.201,0,98304,5600,1250,0,0,379,366
0,0,99.800,0.200,0,0,65536,4154,342,0,0,186,188
0,0,100,0,0,16384,98304,5565,900,8192,0,227,203
4.391,2.794,92.415,0.200,0.200,8192,0,5500,3138,4096,0,1264,1356
0,0,100,0,0,8192,0,5117,350,4096,0,180,157
0,0.200,99.800,0,0,16384,0,5844,908,8192,0,188,161
0,0,99.800,0.200,0,0,122880,4373,350,0,0,159,140
0,0,99.800,0,0.200,0,0,5011,342,0,0,166,128
0,0,99.598,0.402,0,16384,368640,4335,2199,8192,0,230,190
0,0,100,0,0,0,0,4830,358,0,0,165,132
0,0,99.800,0,0.200,0,0,5084,342,0,0,165,124
0,0,100,0,0,8192,0,6205,1002,4096,0,183,149
0,0,99.800,0.200,0,8192,32768,4570,814,4096,0,187,160
0,0,100,0,0,0,0,5270,358,0,0,158,137
0,0,99.600,0.200,0.200,24576,0,4469,900,12288,0,173,156
0.200,0,99.800,0,0,0,0,4520,350,0,0,160,131
0,0,100,0,0,0,0,5464,342,0,0,171,130
0,0,99.800,0,0.200,8192,0,4349,900,4096,0,169,148
0,0,99.799,0.201,0,8192,32768,9492,392,4096,0,190,146
0,0,100,0,0,0,0,3772,358,0,0,143,128
0,0,100,0,0,16384,0,4103,966,8192,0,175,161
0,0,99.800,0,0.200,0,0,3472,350,0,0,130,120
0,0,100,0,0,0,0,4552,342,0,0,150,128
0.200,0.200,99.202,0.399,0,16384,49152,3941,2199,8192,0,205,186
0,0,99.800,0,0.200,0,0,5096,358,0,0,173,138
0,0,100,0,0,8192,0,3016,342,4096,0,154,143
0,0,100,0,0,8192,0,5833,908,4096,0,182,145
0,0,100,0,0,0,0,3390,350,0,0,143,130
0,0,99.599,0.200,0.200,0,57344,4644,342,0,0,177,153
0,0,100,0,0,8192,0,4023,900,4096,0,170,156
0,0,100,0,0,0,0,4770,350,0,0,157,124
0,0,99.800,0.200,0,8192,0,4884,342,4096,0,163,131
0,0,99.800,0,0.200,16384,0,4325,908,8192,0,174,160
0,0,100,0,0,0,0,4084,350,0,0,155,131
0,0,99.600,0.400,0,0,32768,4188,342,0,0,157,138
0,0,99.799,0.201,0,16384,0,4493,900,8192,0,191,162
0,0,99.800,0,0.200,0,0,4216,350,0,0,146,132
0,0,100,0,0,0,0,4616,342,0,0,172,152
0.200,0,99.599,0.200,0,16384,81920,7629,2199,8192,0,219,173
0,0,100,0,0,0,0,4670,358,0,0,161,126
0,0,99.600,0.200,0.200,0,57344,4598,444,0,0,179,155
0,0.200,99.800,0,0,16384,0,4649,1364,8192,0,178,152
0,0,100,0,0,0,0,4060,350,0,0,149,128
0,0,100,0,0,0,32768,3950,342,0,0,144,131
0,0,99.800,0,0.200,24576,0,4894,900,12288,0,196,170
0,0,100,0,0,8192,0,5488,350,4096,0,174,137
0,0,99.600,0.400,0,0,24576,4900,350,0,0,159,139
0,0,99.799,0.201,0,32768,0,4849,900,16384,0,188,165
0,0,100,0,0,0,0,4474,350,0,0,157,138
0,0,100,0,0,0,16384,3222,342,0,0,136,128
